Date,State_name_from,State_name_to,n
February-2020,Pennsylvania,Utah,8608
February-2020,Pennsylvania,Virginia,6815
February-2020,Pennsylvania,Washington,11150
February-2020,Pennsylvania,Wisconsin,9321
February-2020,Shreveport_Bossier,Alaska,51
February-2020,Shreveport_Bossier,Arizona,474
February-2020,Shreveport_Bossier,California,1672
February-2020,Shreveport_Bossier,Connecticut,102
February-2020,Shreveport_Bossier,Florida,2389
February-2020,Shreveport_Bossier,Idaho,41
February-2020,Shreveport_Bossier,Illinois,527
February-2020,Shreveport_Bossier,Maryland,253
February-2020,Shreveport_Bossier,Massachusetts,249
February-2020,Shreveport_Bossier,Michigan,200
February-2020,Shreveport_Bossier,Minnesota,226
February-2020,Shreveport_Bossier,New_Orleans,120
February-2020,Shreveport_Bossier,New_York,974
February-2020,Shreveport_Bossier,Other_Louisiana,16
February-2020,Shreveport_Bossier,Pennsylvania,609
February-2020,Shreveport_Bossier,Texas,1889
February-2020,Shreveport_Bossier,Utah,249
February-2020,Shreveport_Bossier,Virginia,510
February-2020,Shreveport_Bossier,Washington,261
February-2020,Shreveport_Bossier,Wisconsin,204
February-2020,Texas,Alaska,6927
February-2020,Texas,Arizona,106187
February-2020,Texas,California,471010
February-2020,Texas,Connecticut,10053
February-2020,Texas,Florida,357986
February-2020,Texas,Idaho,10661
February-2020,Texas,Illinois,166891
February-2020,Texas,Maryland,56556
February-2020,Texas,Massachusetts,61939
February-2020,Texas,Michigan,13286
February-2020,Texas,Minnesota,52302
February-2020,Texas,New_Orleans,71667
February-2020,Texas,New_York,229690
February-2020,Texas,Other_Louisiana,10830
February-2020,Texas,Pennsylvania,84405
February-2020,Texas,Shreveport_Bossier,1926
February-2020,Texas,Texas,378933
February-2020,Texas,Utah,51690
February-2020,Texas,Virginia,28453
February-2020,Texas,Washington,68523
February-2020,Texas,Wisconsin,28521
February-2020,Utah,Alaska,2523
February-2020,Utah,Arizona,49478
February-2020,Utah,California,150904
February-2020,Utah,Connecticut,1160
February-2020,Utah,Florida,36098
February-2020,Utah,Idaho,4671
February-2020,Utah,Illinois,15943
February-2020,Utah,Maryland,6171
February-2020,Utah,Massachusetts,10461
February-2020,Utah,Michigan,1742
February-2020,Utah,Minnesota,7991
February-2020,Utah,New_Orleans,3415
February-2020,Utah,New_York,35949
February-2020,Utah,Other_Louisiana,822
February-2020,Utah,Pennsylvania,8503
February-2020,Utah,Shreveport_Bossier,225
February-2020,Utah,Texas,51009
February-2020,Utah,Utah,4330
February-2020,Utah,Virginia,3280
February-2020,Utah,Washington,26380
February-2020,Utah,Wisconsin,3311
February-2020,Virginia,Alaska,533
February-2020,Virginia,Arizona,7568
February-2020,Virginia,California,28439
February-2020,Virginia,Connecticut,1981
February-2020,Virginia,Florida,76034
February-2020,Virginia,Idaho,697
February-2020,Virginia,Illinois,12834
February-2020,Virginia,Maryland,1099
February-2020,Virginia,Massachusetts,11793
February-2020,Virginia,Michigan,1812
February-2020,Virginia,Minnesota,3645
February-2020,Virginia,New_Orleans,5102
February-2020,Virginia,New_York,33050
February-2020,Virginia,Other_Louisiana,1221
February-2020,Virginia,Pennsylvania,6714
February-2020,Virginia,Shreveport_Bossier,485
February-2020,Virginia,Texas,29153
February-2020,Virginia,Utah,3305
February-2020,Virginia,Virginia,97
February-2020,Virginia,Washington,4960
February-2020,Virginia,Wisconsin,3380
February-2020,Washington,Alaska,31502
February-2020,Washington,Arizona,84575
February-2020,Washington,California,384231
February-2020,Washington,Connecticut,1870
February-2020,Washington,Florida,60082
February-2020,Washington,Idaho,28004
February-2020,Washington,Illinois,30007
February-2020,Washington,Maryland,5553
February-2020,Washington,Massachusetts,18556
February-2020,Washington,Michigan,2902
February-2020,Washington,Minnesota,14346
February-2020,Washington,New_Orleans,9199
February-2020,Washington,New_York,45581
February-2020,Washington,Other_Louisiana,981
February-2020,Washington,Pennsylvania,11378
February-2020,Washington,Shreveport_Bossier,246
February-2020,Washington,Texas,69496
February-2020,Washington,Utah,25579
February-2020,Washington,Virginia,4900
February-2020,Washington,Washington,66823
February-2020,Washington,Wisconsin,5553
February-2020,Wisconsin,Alaska,571
February-2020,Wisconsin,Arizona,27059
February-2020,Wisconsin,California,33131
February-2020,Wisconsin,Connecticut,2095
February-2020,Wisconsin,Florida,93320
February-2020,Wisconsin,Idaho,1089
February-2020,Wisconsin,Illinois,3514
February-2020,Wisconsin,Maryland,3577
February-2020,Wisconsin,Massachusetts,9276
February-2020,Wisconsin,Michigan,1537
February-2020,Wisconsin,Minnesota,7925
February-2020,Wisconsin,New_Orleans,2789
February-2020,Wisconsin,New_York,24522
February-2020,Wisconsin,Other_Louisiana,619
February-2020,Wisconsin,Pennsylvania,9258
February-2020,Wisconsin,Shreveport_Bossier,221
February-2020,Wisconsin,Texas,29260
February-2020,Wisconsin,Utah,3449
February-2020,Wisconsin,Virginia,3514
February-2020,Wisconsin,Washington,6241
February-2020,Wisconsin,Wisconsin,39
March-2020,Alaska,Alaska,133874
March-2020,Alaska,Arizona,4699
March-2020,Alaska,California,8496
March-2020,Alaska,Connecticut,77
March-2020,Alaska,Florida,2771
March-2020,Alaska,Idaho,862
March-2020,Alaska,Illinois,841
March-2020,Alaska,Maryland,216
March-2020,Alaska,Massachusetts,750
March-2020,Alaska,Michigan,221
March-2020,Alaska,Minnesota,1836
March-2020,Alaska,New_Orleans,411
March-2020,Alaska,New_York,1237
March-2020,Alaska,Other_Louisiana,189
March-2020,Alaska,Pennsylvania,615
March-2020,Alaska,Shreveport_Bossier,36
March-2020,Alaska,Texas,3695
March-2020,Alaska,Utah,1303
March-2020,Alaska,Virginia,253
March-2020,Alaska,Washington,24554
March-2020,Alaska,Wisconsin,337
March-2020,Arizona,Alaska,6355
March-2020,Arizona,Arizona,4206
March-2020,Arizona,California,155271
March-2020,Arizona,Connecticut,2732
March-2020,Arizona,Florida,40644
March-2020,Arizona,Idaho,8911
March-2020,Arizona,Illinois,64630
March-2020,Arizona,Maryland,9094
March-2020,Arizona,Massachusetts,14557
March-2020,Arizona,Michigan,10204
March-2020,Arizona,Minnesota,51377
March-2020,Arizona,New_Orleans,5984
March-2020,Arizona,New_York,41467
March-2020,Arizona,Other_Louisiana,1220
March-2020,Arizona,Pennsylvania,19965
March-2020,Arizona,Shreveport_Bossier,367
March-2020,Arizona,Texas,76280
March-2020,Arizona,Utah,30275
March-2020,Arizona,Virginia,4478
March-2020,Arizona,Washington,55955
March-2020,Arizona,Wisconsin,21293
March-2020,California,Alaska,10788
March-2020,California,Arizona,157166
March-2020,California,California,837978
March-2020,California,Connecticut,6424
March-2020,California,Florida,169681
March-2020,California,Idaho,29074
March-2020,California,Illinois,128913
March-2020,California,Maryland,31417
March-2020,California,Massachusetts,79209
March-2020,California,Michigan,8615
March-2020,California,Minnesota,56369
March-2020,California,New_Orleans,28294
March-2020,California,New_York,230497
March-2020,California,Other_Louisiana,3332
March-2020,California,Pennsylvania,55886
March-2020,California,Shreveport_Bossier,1090
March-2020,California,Texas,295079
March-2020,California,Utah,83142
March-2020,California,Virginia,15972
March-2020,California,Washington,194129
March-2020,California,Wisconsin,17591
March-2020,Connecticut,Alaska,83
March-2020,Connecticut,Arizona,2537
March-2020,Connecticut,California,6017
March-2020,Connecticut,Florida,67198
March-2020,Connecticut,Idaho,132
March-2020,Connecticut,Illinois,3450
March-2020,Connecticut,Maryland,2212
March-2020,Connecticut,Massachusetts,6
March-2020,Connecticut,Michigan,497
March-2020,Connecticut,Minnesota,1883
March-2020,Connecticut,New_Orleans,888
March-2020,Connecticut,New_York,365
March-2020,Connecticut,Other_Louisiana,171
March-2020,Connecticut,Pennsylvania,1802
March-2020,Connecticut,Shreveport_Bossier,59
March-2020,Connecticut,Texas,5716
March-2020,Connecticut,Utah,549
March-2020,Connecticut,Virginia,1252
March-2020,Connecticut,Washington,985
March-2020,Connecticut,Wisconsin,913
March-2020,Florida,Alaska,3697
March-2020,Florida,Arizona,40898
March-2020,Florida,California,173213
March-2020,Florida,Connecticut,70656
March-2020,Florida,Florida,99643
March-2020,Florida,Idaho,3464
March-2020,Florida,Illinois,290019
March-2020,Florida,Maryland,116873
March-2020,Florida,Massachusetts,205774
March-2020,Florida,Michigan,60811
March-2020,Florida,Minnesota,132590
March-2020,Florida,New_Orleans,38443
March-2020,Florida,New_York,705191
March-2020,Florida,Other_Louisiana,3495
March-2020,Florida,Pennsylvania,278542
March-2020,Florida,Shreveport_Bossier,1457
March-2020,Florida,Texas,257459
March-2020,Florida,Utah,23551
March-2020,Florida,Virginia,51695
March-2020,Florida,Washington,34046
March-2020,Florida,Wisconsin,64599
March-2020,Idaho,Alaska,1051
March-2020,Idaho,Arizona,8662
March-2020,Idaho,California,29262
March-2020,Idaho,Connecticut,115
March-2020,Idaho,Florida,3162
March-2020,Idaho,Idaho,198
March-2020,Idaho,Illinois,2609
March-2020,Idaho,Maryland,542
March-2020,Idaho,Massachusetts,793
March-2020,Idaho,Michigan,278
March-2020,Idaho,Minnesota,1183
March-2020,Idaho,New_Orleans,405
March-2020,Idaho,New_York,1782
March-2020,Idaho,Other_Louisiana,115
March-2020,Idaho,Pennsylvania,841
March-2020,Idaho,Shreveport_Bossier,38
March-2020,Idaho,Texas,6018
March-2020,Idaho,Utah,3898
March-2020,Idaho,Virginia,352
March-2020,Idaho,Washington,16470
March-2020,Idaho,Wisconsin,561
March-2020,Illinois,Alaska,1009
March-2020,Illinois,Arizona,60090
March-2020,Illinois,California,118645
March-2020,Illinois,Connecticut,3965
March-2020,Illinois,Florida,270038
March-2020,Illinois,Idaho,2623
March-2020,Illinois,Illinois,10267
March-2020,Illinois,Maryland,16035
March-2020,Illinois,Massachusetts,29925
March-2020,Illinois,Michigan,11193
March-2020,Illinois,Minnesota,30590
March-2020,Illinois,New_Orleans,15623
March-2020,Illinois,New_York,81769
March-2020,Illinois,Other_Louisiana,979
March-2020,Illinois,Pennsylvania,29160
March-2020,Illinois,Shreveport_Bossier,300
March-2020,Illinois,Texas,103619
March-2020,Illinois,Utah,9094
March-2020,Illinois,Virginia,8559
March-2020,Illinois,Washington,16351
March-2020,Illinois,Wisconsin,7992
March-2020,Maryland,Alaska,393
March-2020,Maryland,Arizona,8145
March-2020,Maryland,California,32507
March-2020,Maryland,Connecticut,2285
March-2020,Maryland,Florida,119093
March-2020,Maryland,Idaho,602
March-2020,Maryland,Illinois,17140
March-2020,Maryland,Maryland,1
March-2020,Maryland,Massachusetts,15595
March-2020,Maryland,Michigan,1462
March-2020,Maryland,Minnesota,6752
March-2020,Maryland,New_Orleans,9526
March-2020,Maryland,New_York,6159
March-2020,Maryland,Other_Louisiana,390
March-2020,Maryland,Pennsylvania,3338
March-2020,Maryland,Shreveport_Bossier,134
March-2020,Maryland,Texas,40444
March-2020,Maryland,Utah,3550
March-2020,Maryland,Virginia,976
March-2020,Maryland,Washington,5748
March-2020,Maryland,Wisconsin,1908
March-2020,Massachusetts,Alaska,1003
March-2020,Massachusetts,Arizona,13389
March-2020,Massachusetts,California,76423
March-2020,Massachusetts,Connecticut,8
March-2020,Massachusetts,Florida,186354
March-2020,Massachusetts,Idaho,769
March-2020,Massachusetts,Illinois,30142
March-2020,Massachusetts,Maryland,14685
March-2020,Massachusetts,Massachusetts,1429
March-2020,Massachusetts,Michigan,1384
March-2020,Massachusetts,Minnesota,12973
March-2020,Massachusetts,New_Orleans,9202
March-2020,Massachusetts,New_York,51129
March-2020,Massachusetts,Other_Louisiana,422
March-2020,Massachusetts,Pennsylvania,32780
March-2020,Massachusetts,Shreveport_Bossier,140
March-2020,Massachusetts,Texas,38415
March-2020,Massachusetts,Utah,6720
March-2020,Massachusetts,Virginia,10423
March-2020,Massachusetts,Washington,11103
March-2020,Massachusetts,Wisconsin,3670
March-2020,Michigan,Alaska,212
March-2020,Michigan,Arizona,9107
March-2020,Michigan,California,7729
March-2020,Michigan,Connecticut,519
March-2020,Michigan,Florida,60603
March-2020,Michigan,Idaho,264
March-2020,Michigan,Illinois,11263
March-2020,Michigan,Maryland,1741
March-2020,Michigan,Massachusetts,1362
March-2020,Michigan,Michigan,750
March-2020,Michigan,Minnesota,3702
March-2020,Michigan,New_Orleans,1191
March-2020,Michigan,New_York,7324
March-2020,Michigan,Other_Louisiana,233
March-2020,Michigan,Pennsylvania,3013
March-2020,Michigan,Shreveport_Bossier,102
March-2020,Michigan,Texas,8784
March-2020,Michigan,Utah,971
March-2020,Michigan,Virginia,1289
March-2020,Michigan,Washington,1423
March-2020,Michigan,Wisconsin,1021
March-2020,Minnesota,Alaska,1987
March-2020,Minnesota,Arizona,45309
March-2020,Minnesota,California,47167
March-2020,Minnesota,Connecticut,1775
March-2020,Minnesota,Florida,115205
March-2020,Minnesota,Idaho,1208
March-2020,Minnesota,Illinois,29698
March-2020,Minnesota,Maryland,8357
March-2020,Minnesota,Massachusetts,12783
March-2020,Minnesota,Michigan,4112
March-2020,Minnesota,Minnesota,4637
March-2020,Minnesota,New_Orleans,5993
March-2020,Minnesota,New_York,24090
March-2020,Minnesota,Other_Louisiana,463
March-2020,Minnesota,Pennsylvania,7523
March-2020,Minnesota,Shreveport_Bossier,149
March-2020,Minnesota,Texas,35219
March-2020,Minnesota,Utah,5983
March-2020,Minnesota,Virginia,2461
March-2020,Minnesota,Washington,8672
March-2020,Minnesota,Wisconsin,4230
March-2020,New_Orleans,Alaska,598
March-2020,New_Orleans,Arizona,7305
March-2020,New_Orleans,California,31352
March-2020,New_Orleans,Connecticut,910
March-2020,New_Orleans,Florida,39132
March-2020,New_Orleans,Idaho,426
March-2020,New_Orleans,Illinois,16691
March-2020,New_Orleans,Maryland,8845
March-2020,New_Orleans,Massachusetts,9720
March-2020,New_Orleans,Michigan,1320
March-2020,New_Orleans,Minnesota,7054
March-2020,New_Orleans,New_York,27140
March-2020,New_Orleans,Other_Louisiana,13
March-2020,New_Orleans,Pennsylvania,9093
March-2020,New_Orleans,Shreveport_Bossier,85
March-2020,New_Orleans,Texas,42372
March-2020,New_Orleans,Utah,2190
March-2020,New_Orleans,Virginia,2805
March-2020,New_Orleans,Washington,4363
March-2020,New_Orleans,Wisconsin,1621
March-2020,New_York,Alaska,1570
March-2020,New_York,Arizona,39412
March-2020,New_York,California,228518
March-2020,New_York,Connecticut,387
March-2020,New_York,Florida,653631
March-2020,New_York,Idaho,1959
March-2020,New_York,Illinois,82374
March-2020,New_York,Maryland,6548
March-2020,New_York,Massachusetts,53399
March-2020,New_York,Michigan,7067
March-2020,New_York,Minnesota,27097
March-2020,New_York,New_Orleans,25518
March-2020,New_York,New_York,52365
March-2020,New_York,Other_Louisiana,1771
March-2020,New_York,Pennsylvania,29353
March-2020,New_York,Shreveport_Bossier,507
March-2020,New_York,Texas,132636
March-2020,New_York,Utah,21191
March-2020,New_York,Virginia,27077
March-2020,New_York,Washington,22513
March-2020,New_York,Wisconsin,15743
March-2020,Other_Louisiana,Alaska,152
March-2020,Other_Louisiana,Arizona,1105
March-2020,Other_Louisiana,California,3330
March-2020,Other_Louisiana,Connecticut,186
March-2020,Other_Louisiana,Florida,3212
March-2020,Other_Louisiana,Idaho,122
March-2020,Other_Louisiana,Illinois,1084
March-2020,Other_Louisiana,Maryland,420
March-2020,Other_Louisiana,Massachusetts,453
March-2020,Other_Louisiana,Michigan,291
March-2020,Other_Louisiana,Minnesota,484
March-2020,Other_Louisiana,New_Orleans,10
March-2020,Other_Louisiana,New_York,1855
March-2020,Other_Louisiana,Other_Louisiana,3
March-2020,Other_Louisiana,Pennsylvania,1133
March-2020,Other_Louisiana,Shreveport_Bossier,16
March-2020,Other_Louisiana,Texas,11994
March-2020,Other_Louisiana,Utah,583
March-2020,Other_Louisiana,Virginia,788
March-2020,Other_Louisiana,Washington,594
March-2020,Other_Louisiana,Wisconsin,406
March-2020,Pennsylvania,Alaska,857
March-2020,Pennsylvania,Arizona,16938
March-2020,Pennsylvania,California,51119
March-2020,Pennsylvania,Connecticut,1951
March-2020,Pennsylvania,Florida,259489
March-2020,Pennsylvania,Idaho,899
March-2020,Pennsylvania,Illinois,28595
March-2020,Pennsylvania,Maryland,2094
March-2020,Pennsylvania,Massachusetts,33093
March-2020,Pennsylvania,Michigan,2877
March-2020,Pennsylvania,Minnesota,7930
March-2020,Pennsylvania,New_Orleans,8349
March-2020,Pennsylvania,New_York,26588
March-2020,Pennsylvania,Other_Louisiana,1140
March-2020,Pennsylvania,Pennsylvania,8622
March-2020,Pennsylvania,Shreveport_Bossier,327
March-2020,Pennsylvania,Texas,49617
March-2020,Pennsylvania,Utah,4321
March-2020,Pennsylvania,Virginia,6155
March-2020,Pennsylvania,Washington,5383
March-2020,Pennsylvania,Wisconsin,5844
March-2020,Shreveport_Bossier,Alaska,31
March-2020,Shreveport_Bossier,Arizona,310
March-2020,Shreveport_Bossier,California,970
March-2020,Shreveport_Bossier,Connecticut,54
March-2020,Shreveport_Bossier,Florida,1194
March-2020,Shreveport_Bossier,Idaho,25
March-2020,Shreveport_Bossier,Illinois,336
March-2020,Shreveport_Bossier,Maryland,128
March-2020,Shreveport_Bossier,Massachusetts,133
March-2020,Shreveport_Bossier,Michigan,120
March-2020,Shreveport_Bossier,Minnesota,152
March-2020,Shreveport_Bossier,New_Orleans,75
March-2020,Shreveport_Bossier,New_York,487
March-2020,Shreveport_Bossier,Other_Louisiana,10
March-2020,Shreveport_Bossier,Pennsylvania,328
March-2020,Shreveport_Bossier,Texas,2812
March-2020,Shreveport_Bossier,Utah,158
March-2020,Shreveport_Bossier,Virginia,283
March-2020,Shreveport_Bossier,Washington,153
March-2020,Shreveport_Bossier,Wisconsin,105
March-2020,Texas,Alaska,4754
March-2020,Texas,Arizona,73975
March-2020,Texas,California,288465
March-2020,Texas,Connecticut,5810
March-2020,Texas,Florida,246925
March-2020,Texas,Idaho,5875
March-2020,Texas,Illinois,106136
March-2020,Texas,Maryland,43424
March-2020,Texas,Massachusetts,42482
March-2020,Texas,Michigan,9275
March-2020,Texas,Minnesota,40137
March-2020,Texas,New_Orleans,40660
March-2020,Texas,New_York,130867
March-2020,Texas,Other_Louisiana,11311
March-2020,Texas,Pennsylvania,47103
March-2020,Texas,Shreveport_Bossier,1836
March-2020,Texas,Texas,283904
March-2020,Texas,Utah,34296
March-2020,Texas,Virginia,16353
March-2020,Texas,Washington,35316
March-2020,Texas,Wisconsin,16761
March-2020,Utah,Alaska,1537
March-2020,Utah,Arizona,31026
March-2020,Utah,California,83037
March-2020,Utah,Connecticut,662
March-2020,Utah,Florida,23357
March-2020,Utah,Idaho,4314
March-2020,Utah,Illinois,12127
March-2020,Utah,Maryland,3777
March-2020,Utah,Massachusetts,7653
March-2020,Utah,Michigan,1159
March-2020,Utah,Minnesota,7177
March-2020,Utah,New_Orleans,2166
March-2020,Utah,New_York,21738
March-2020,Utah,Other_Louisiana,621
March-2020,Utah,Pennsylvania,5246
March-2020,Utah,Shreveport_Bossier,181
March-2020,Utah,Texas,35295
March-2020,Utah,Utah,4249
March-2020,Utah,Virginia,2203
March-2020,Utah,Washington,14320
March-2020,Utah,Wisconsin,2540
March-2020,Virginia,Alaska,296
March-2020,Virginia,Arizona,4050
March-2020,Virginia,California,14639
March-2020,Virginia,Connecticut,1338
March-2020,Virginia,Florida,49396
March-2020,Virginia,Idaho,410
March-2020,Virginia,Illinois,7736
March-2020,Virginia,Maryland,1086
March-2020,Virginia,Massachusetts,10943
March-2020,Virginia,Michigan,1237
March-2020,Virginia,Minnesota,3472
March-2020,Virginia,New_Orleans,2593
March-2020,Virginia,New_York,24409
March-2020,Virginia,Other_Louisiana,699
March-2020,Virginia,Pennsylvania,6491
March-2020,Virginia,Shreveport_Bossier,245
March-2020,Virginia,Texas,15596
March-2020,Virginia,Utah,1998
March-2020,Virginia,Virginia,74
March-2020,Virginia,Washington,2425
March-2020,Virginia,Wisconsin,1999
March-2020,Washington,Alaska,27945
March-2020,Washington,Arizona,51219
March-2020,Washington,California,179654
March-2020,Washington,Connecticut,976
March-2020,Washington,Florida,27697
March-2020,Washington,Idaho,15782
March-2020,Washington,Illinois,16387
March-2020,Washington,Maryland,6270
March-2020,Washington,Massachusetts,9963
March-2020,Washington,Michigan,1512
March-2020,Washington,Minnesota,10287
March-2020,Washington,New_Orleans,3664
March-2020,Washington,New_York,20646
March-2020,Washington,Other_Louisiana,519
March-2020,Washington,Pennsylvania,5660
March-2020,Washington,Shreveport_Bossier,152
March-2020,Washington,Texas,36056
March-2020,Washington,Utah,13272
March-2020,Washington,Virginia,2471
March-2020,Washington,Washington,37231
March-2020,Washington,Wisconsin,3293
March-2020,Wisconsin,Alaska,340
March-2020,Wisconsin,Arizona,20387
March-2020,Wisconsin,California,16345
March-2020,Wisconsin,Connecticut,859
March-2020,Wisconsin,Florida,65270
March-2020,Wisconsin,Idaho,558
March-2020,Wisconsin,Illinois,6619
March-2020,Wisconsin,Maryland,1932
March-2020,Wisconsin,Massachusetts,3691
March-2020,Wisconsin,Michigan,932
March-2020,Wisconsin,Minnesota,4635
March-2020,Wisconsin,New_Orleans,1490
March-2020,Wisconsin,New_York,17464
March-2020,Wisconsin,Other_Louisiana,352
March-2020,Wisconsin,Pennsylvania,5616
March-2020,Wisconsin,Shreveport_Bossier,119
March-2020,Wisconsin,Texas,15172
March-2020,Wisconsin,Utah,2461
March-2020,Wisconsin,Virginia,2114
March-2020,Wisconsin,Washington,2875
March-2020,Wisconsin,Wisconsin,19
May-2020,Alaska,Alaska,64577
May-2020,Alaska,Arizona,834
May-2020,Alaska,California,2700
May-2020,Alaska,Connecticut,29
May-2020,Alaska,Florida,1011
May-2020,Alaska,Idaho,311
May-2020,Alaska,Illinois,413
May-2020,Alaska,Maryland,45
May-2020,Alaska,Massachusetts,210
May-2020,Alaska,Michigan,105
May-2020,Alaska,Minnesota,662
May-2020,Alaska,New_Orleans,170
May-2020,Alaska,New_York,485
May-2020,Alaska,Other_Louisiana,50
May-2020,Alaska,Pennsylvania,320
May-2020,Alaska,Shreveport_Bossier,17
May-2020,Alaska,Texas,978
May-2020,Alaska,Utah,451
May-2020,Alaska,Virginia,104
May-2020,Alaska,Washington,8648
May-2020,Alaska,Wisconsin,103
May-2020,Arizona,Alaska,1478
May-2020,Arizona,Arizona,2856
May-2020,Arizona,California,36140
May-2020,Arizona,Connecticut,491
May-2020,Arizona,Florida,10295
May-2020,Arizona,Idaho,1934
May-2020,Arizona,Illinois,18600
May-2020,Arizona,Maryland,2465
May-2020,Arizona,Massachusetts,3308
May-2020,Arizona,Michigan,2333
May-2020,Arizona,Minnesota,8260
May-2020,Arizona,New_Orleans,1237
May-2020,Arizona,New_York,2269
May-2020,Arizona,Other_Louisiana,330
May-2020,Arizona,Pennsylvania,3306
May-2020,Arizona,Shreveport_Bossier,101
May-2020,Arizona,Texas,27742
May-2020,Arizona,Utah,9655
May-2020,Arizona,Virginia,1083
May-2020,Arizona,Washington,17905
May-2020,Arizona,Wisconsin,3858
May-2020,California,Alaska,3236
May-2020,California,Arizona,34440
May-2020,California,California,168445
May-2020,California,Connecticut,1625
May-2020,California,Florida,27861
May-2020,California,Idaho,6420
May-2020,California,Illinois,34694
May-2020,California,Maryland,5505
May-2020,California,Massachusetts,6459
May-2020,California,Michigan,1275
May-2020,California,Minnesota,13342
May-2020,California,New_Orleans,2087
May-2020,California,New_York,27023
May-2020,California,Other_Louisiana,1119
May-2020,California,Pennsylvania,8332
May-2020,California,Shreveport_Bossier,376
May-2020,California,Texas,86826
May-2020,California,Utah,21956
May-2020,California,Virginia,3560
May-2020,California,Washington,57379
May-2020,California,Wisconsin,3111
May-2020,Connecticut,Alaska,34
May-2020,Connecticut,Arizona,445
May-2020,Connecticut,California,1302
May-2020,Connecticut,Florida,9417
May-2020,Connecticut,Idaho,26
May-2020,Connecticut,Illinois,228
May-2020,Connecticut,Maryland,857
May-2020,Connecticut,Michigan,146
May-2020,Connecticut,Minnesota,365
May-2020,Connecticut,New_Orleans,252
May-2020,Connecticut,New_York,70
May-2020,Connecticut,Other_Louisiana,42
May-2020,Connecticut,Pennsylvania,482
May-2020,Connecticut,Shreveport_Bossier,13
May-2020,Connecticut,Texas,1303
May-2020,Connecticut,Utah,263
May-2020,Connecticut,Virginia,270
May-2020,Connecticut,Washington,229
May-2020,Connecticut,Wisconsin,113
May-2020,Florida,Alaska,1435
May-2020,Florida,Arizona,9133
May-2020,Florida,California,28489
May-2020,Florida,Connecticut,10809
May-2020,Florida,Florida,18181
May-2020,Florida,Idaho,601
May-2020,Florida,Illinois,64571
May-2020,Florida,Maryland,25059
May-2020,Florida,Massachusetts,23365
May-2020,Florida,Michigan,14314
May-2020,Florida,Minnesota,17300
May-2020,Florida,New_Orleans,5925
May-2020,Florida,New_York,58451
May-2020,Florida,Other_Louisiana,786
May-2020,Florida,Pennsylvania,65317
May-2020,Florida,Shreveport_Bossier,846
May-2020,Florida,Texas,71208
May-2020,Florida,Utah,2900
May-2020,Florida,Virginia,13388
May-2020,Florida,Washington,7744
May-2020,Florida,Wisconsin,12537
May-2020,Idaho,Alaska,383
May-2020,Idaho,Arizona,1509
May-2020,Idaho,California,6387
May-2020,Idaho,Connecticut,26
May-2020,Idaho,Florida,705
May-2020,Idaho,Idaho,29
May-2020,Idaho,Illinois,694
May-2020,Idaho,Maryland,153
May-2020,Idaho,Massachusetts,48
May-2020,Idaho,Michigan,56
May-2020,Idaho,Minnesota,150
May-2020,Idaho,New_Orleans,69
May-2020,Idaho,New_York,245
May-2020,Idaho,Other_Louisiana,22
May-2020,Idaho,Pennsylvania,349
May-2020,Idaho,Shreveport_Bossier,6
May-2020,Idaho,Texas,1275
May-2020,Idaho,Utah,1981
May-2020,Idaho,Virginia,93
May-2020,Idaho,Washington,4184
May-2020,Idaho,Wisconsin,112
May-2020,Illinois,Alaska,443
May-2020,Illinois,Arizona,19367
May-2020,Illinois,California,34049
May-2020,Illinois,Connecticut,693
May-2020,Illinois,Florida,65910
May-2020,Illinois,Idaho,673
May-2020,Illinois,Illinois,4930
May-2020,Illinois,Maryland,5326
May-2020,Illinois,Massachusetts,6524
May-2020,Illinois,Michigan,4200
May-2020,Illinois,Minnesota,4412
May-2020,Illinois,New_Orleans,2826
May-2020,Illinois,New_York,12639
May-2020,Illinois,Other_Louisiana,187
May-2020,Illinois,Pennsylvania,8392
May-2020,Illinois,Shreveport_Bossier,80
May-2020,Illinois,Texas,32281
May-2020,Illinois,Utah,1967
May-2020,Illinois,Virginia,3597
May-2020,Illinois,Washington,6015
May-2020,Illinois,Wisconsin,2740
May-2020,Maryland,Alaska,103
May-2020,Maryland,Arizona,2783
May-2020,Maryland,California,3788
May-2020,Maryland,Connecticut,1245
May-2020,Maryland,Florida,25107
May-2020,Maryland,Idaho,68
May-2020,Maryland,Illinois,5550
May-2020,Maryland,Massachusetts,3087
May-2020,Maryland,Michigan,103
May-2020,Maryland,Minnesota,830
May-2020,Maryland,New_Orleans,1516
May-2020,Maryland,New_York,5981
May-2020,Maryland,Other_Louisiana,85
May-2020,Maryland,Pennsylvania,2606
May-2020,Maryland,Shreveport_Bossier,51
May-2020,Maryland,Texas,8284
May-2020,Maryland,Utah,1211
May-2020,Maryland,Virginia,781
May-2020,Maryland,Washington,492
May-2020,Maryland,Wisconsin,761
May-2020,Massachusetts,Alaska,332
May-2020,Massachusetts,Arizona,3043
May-2020,Massachusetts,California,7382
May-2020,Massachusetts,Florida,22325
May-2020,Massachusetts,Idaho,62
May-2020,Massachusetts,Illinois,5653
May-2020,Massachusetts,Maryland,1573
May-2020,Massachusetts,Massachusetts,3251
May-2020,Massachusetts,Michigan,239
May-2020,Massachusetts,Minnesota,1518
May-2020,Massachusetts,New_Orleans,1011
May-2020,Massachusetts,New_York,4689
May-2020,Massachusetts,Other_Louisiana,128
