Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Orlando International Airport, FL, US",Orlando,United States,2,0,28.5,-81.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Fort Lauderdale/Hollywood International Airport, FL, US",Fort Lauderdale,United States,2,0,26.1,-80.1,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Eppley Airfield, NE, US",Omaha,United States,2,0,41.3,-95.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Greater Rochester International Airport, NY, US",Rochester,United States,2,0,43.2,-77.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Joe Foss Field, SD, US",Sioux Falls,United States,2,0,43.5,-96.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,2,0,33.7,-117.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,2,0,36.1,-79.9,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Greenville–Spartanburg International Airport, SC, US",Greenville,United States,2,0,34.9,-82.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Oakland International Airport, CA, US",Oakland,United States,2,0,37.8,-122.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Memphis International Airport, TN, US",Memphis,United States,2,0,35.1,-90.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Memphis International Airport, TN, US",Memphis,United States,2,0,35.1,-90.0,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,2,0,47.6,-122.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,2,0,47.6,-122.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,2,0,45.0,-93.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Indianapolis International Airport, IN, US",Indianapolis,United States,2,0,39.8,-86.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Albert J Ellis Airport, NC, US",Jacksonville,United States,2,0,34.8,-77.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Albert J Ellis Airport, NC, US",Jacksonville,United States,2,0,34.8,-77.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Indianapolis International Airport, IN, US",Indianapolis,United States,2,0,39.8,-86.2,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Austin-Bergstrom International Airport, TX, US",Austin,United States,2,0,30.3,-97.7,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"El Paso International Airport, TX, US",El Paso,United States,2,0,31.8,-106.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Rick Husband Amarillo International Airport, TX, US",Amarillo,United States,2,0,35.2,-101.8,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Abraham Lincoln Capital Airport, IL, US",Springfield,United States,2,0,39.8,-89.6,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Quad City International Airport, IL, US",Moline,United States,2,0,41.5,-90.5,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Norfolk International Airport, VA, US",Norfolk,United States,2,0,36.8,-76.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Norfolk International Airport, VA, US",Norfolk,United States,2,0,36.8,-76.3,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Corpus Christi International Airport, TX, US",Corpus Christi,United States,2,0,27.8,-97.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Mathis Field, TX, US",San Angelo,United States,2,0,31.5,-100.4,32.5,-92.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"McCarran International Airport, NV, US",Las Vegas,United States,2,0,36.2,-115.1,32.5,-92.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pullman–Moscow Regional Airport, WA, US",Pullman/Moscow ID,United States,2,0,46.7,-117.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Rhinelander-Oneida County Airport, WI, US",Rhinelander,United States,2,0,45.6,-89.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tri-Cities Airport, WA, US",Pasco,United States,2,0,46.2,-119.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"General Downing - Peoria International Airport, IL, US",Peoria,United States,2,0,40.7,-89.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Norfolk International Airport, VA, US",Norfolk,United States,2,0,36.8,-76.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Manchester Airport, NH, US",Manchester,United States,2,0,43.0,-71.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Memphis International Airport, TN, US",Memphis,United States,2,0,35.1,-90.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Missoula International Airport, MT, US",Missoula,United States,2,0,46.9,-114.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Midland International Airport, TX, US",Midland,United States,2,0,32.0,-102.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Hilton Head Airport, SC, US",Hilton Head Island,United States,2,0,32.2,-80.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Harrisburg International Airport, PA, US",Harrisburg,United States,2,0,40.3,-76.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Newport News-Williamsburg International Airport, VA, US",Hampton,United States,2,0,37.0,-76.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"William P Hobby Airport, TX, US",Houston,United States,2,0,29.8,-95.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fanning Field, ID, US",Idaho Falls,United States,2,0,43.5,-112.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Jackson Hole Airport, WY, US",Jackson,United States,2,0,43.5,-110.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Laredo International Airport, TX, US",Laredo,United States,2,0,27.5,-99.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Lincoln Municipal Airport, NE, US",Lincoln,United States,2,0,40.8,-96.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Yuma International Airport, AZ, US",Yuma,United States,2,0,32.7,-114.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"South Bend International Airport, IN, US",South Bend,United States,2,0,41.7,-86.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tallahassee Regional Airport, FL, US",Tallahassee,United States,2,0,30.4,-84.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"South Bend International Airport, IN, US",South Bend,United States,2,0,41.7,-86.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Francisco International Airport, CA, US",San Francisco,United States,2,0,37.8,-122.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Chippewa County International Airport, MI, US",Sault Ste Marie,United States,2,0,46.5,-84.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Gregg County Airport, TX, US",Longview,United States,2,0,32.5,-94.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Grand Forks International Airport, ND, US",Grand Forks,United States,2,0,47.9,-97.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Great Falls International Airport, MT, US",Great Falls,United States,2,0,47.5,-111.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Del Rio International Airport, TX, US",Del Rio,United States,2,0,29.4,-100.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"El Paso International Airport, TX, US",El Paso,United States,2,0,31.8,-106.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bellingham International Airport, WA, US",Bellingham,United States,2,0,48.8,-122.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Casper–Natrona County International Airport, WY, US",Casper,United States,2,0,42.9,-106.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cleveland-Hopkins International Airport, OH, US",Cleveland,United States,2,0,41.5,-81.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Charlotte Douglas International Airport, NC, US",Charlotte,United States,2,0,35.2,-80.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bishop International Airport, MI, US",Flint,United States,2,0,43.0,-83.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Northwest Arkansas Regional Airport, AR, US",Fayetteville,United States,2,0,36.1,-94.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Florence Regional Airport, SC, US",Florence,United States,2,0,34.2,-79.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Daniel K. Inouye International Airport, HI, US",Honolulu,United States,2,0,21.3,-157.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bemidji-Beltrami County Airport, MN, US",Bemidji,United States,2,0,47.5,-94.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,2,0,35.1,-106.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Sacramento International Airport, CA, US",Sacramento,United States,2,0,38.6,-121.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Southwest Georgia Regional Airport, GA, US",Albany,United States,2,0,31.6,-84.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Eagle County Regional Airport, CO, US",Vail/Eagle,United States,2,0,39.6,-106.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tweed-New Haven Airport, CT, US",New Haven,United States,2,0,41.3,-72.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Theodore Francis Green State Airport, RI, US",Providence,United States,2,0,41.8,-71.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Reno/Tahoe International Airport, NV, US",Reno,United States,2,0,39.5,-119.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Portland International Airport, OR, US",Portland,United States,2,0,45.5,-122.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Philadelphia International Airport, PA, US",Philadelphia,United States,2,0,40.0,-75.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ontario International Airport, CA, US",Ontario,United States,2,0,34.1,-117.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Coastal Carolina Regional Airport, NC, US",New Bern,United States,2,0,35.1,-77.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Oakland International Airport, CA, US",Oakland,United States,2,0,37.8,-122.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,2,0,26.6,-81.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Juneau International Airport, AK, US",Juneau,United States,2,0,58.3,-134.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Logan International Airport, MT, US",Billings,United States,2,0,45.8,-108.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Bismarck Municipal Airport, ND, US",Bismarck,United States,2,0,46.8,-100.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Gunnison County Airport, CO, US",Gunnison,United States,2,0,38.5,-106.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albany County Airport, NY, US",Albany,United States,2,0,42.7,-73.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,2,1,34.1,-118.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Melbourne International Airport, FL, US",Melbourne,United States,2,0,28.1,-80.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dickinson Municipal Airport, ND, US",Dickinson,United States,2,0,46.9,-102.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,2,0,35.8,-78.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"The Eastern Iowa Airport, IA, US",Cedar Rapids,United States,2,0,42.0,-91.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Gallatin Field Airport, MT, US",Bozeman,United States,2,0,45.7,-111.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Waterloo Municipal Airport, IA, US",Waterloo,United States,2,0,42.5,-92.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Valdosta Regional Airport, GA, US",Valdosta,United States,2,0,30.8,-83.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cherry Capital Airport, MI, US",Traverse City,United States,2,0,44.8,-85.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,2,0,37.7,-97.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,2,0,37.7,-97.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,2,0,26.7,-80.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Central Wisconsin Airport, WI, US",Wausau,United States,2,0,45.0,-89.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Antonio International Airport, TX, US",San Antonio,United States,2,0,29.4,-98.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Penn State University Park Airport, PA, US",State College,United States,2,0,40.8,-77.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Range Regional Airport, MN, US",Hibbing/Chisholm,United States,2,0,47.4,-92.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Sarasota / Bradenton International Airport, FL, US",Sarasota/Bradenton,United States,2,0,27.4,-82.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Wilkes-Barre/Scranton International Airport, PA, US",Wilkes-Barre,United States,2,0,41.2,-75.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Plattsburgh Air Force Base, NY, US",Plattsburgh,United States,2,0,44.7,-73.5,30.0,-90.1
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Logan International Airport, MA, US",Boston,United States,2,0,42.4,-71.1,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Birmingham–Shuttlesworth International Airport, AL, US",Birmingham,United States,2,0,33.5,-86.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,2,0,34.7,-86.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,2,0,34.7,-86.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Yuma International Airport, AZ, US",Yuma,United States,2,0,32.7,-114.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Durango–La Plata County Airport, CO, US",Durango,United States,2,0,37.3,-107.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Evansville Regional Airport, IN, US",Evansville,United States,2,0,38.0,-87.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Grand Junction Regional Airport, CO, US",Grand Junction,United States,2,0,39.1,-108.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,2,0,35.1,-106.7,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Flagstaff Pulliam Airport, AZ, US",Grand Canyon,United States,2,0,36.1,-112.1,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Albany County Airport, NY, US",Albany,United States,2,0,42.7,-73.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,2,0,26.6,-81.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Daniel K. Inouye International Airport, HI, US",Honolulu,United States,2,0,21.3,-157.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Ithaca Tompkins Regional Airport, NY, US",Ithaca,United States,2,0,42.4,-76.5,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Key West International Airport, FL, US",Key West,United States,2,0,24.6,-81.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Hector International Airport, ND, US",Fargo,United States,2,0,46.9,-96.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Bismarck Municipal Airport, ND, US",Bismarck,United States,2,0,46.8,-100.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Burbank Bob Hope Airport, CA, US",Burbank,United States,2,0,34.2,-118.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,2,0,35.8,-78.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Northwest Arkansas Regional Airport, AR, US",Fayetteville,United States,2,0,36.1,-94.2,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Gainesville Regional Airport, FL, US",Gainesville,United States,2,0,29.7,-82.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"San Francisco International Airport, CA, US",San Francisco,United States,2,0,37.8,-122.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,2,0,33.7,-117.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Sacramento International Airport, CA, US",Sacramento,United States,2,0,38.6,-121.5,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Dannelly Field, AL, US",Montgomery,United States,2,0,32.4,-86.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"McAllen Miller International Airport, TX, US",Mcallen,United States,2,0,26.2,-98.2,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,2,0,36.0,-83.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Dallas/Fort Worth International Airport, TX, US",Dallas/Fort Worth,United States,2,0,32.8,-96.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"George Bush Intercontinental Airport, TX, US",Houston,United States,2,0,29.8,-95.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"William P Hobby Airport, TX, US",Houston,United States,2,0,29.8,-95.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,2,0,36.1,-79.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Hilton Head Airport, SC, US",Hilton Head Island,United States,2,0,32.2,-80.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Newport News-Williamsburg International Airport, VA, US",Hampton,United States,2,0,37.0,-76.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Akron-Canton Regional Airport, OH, US",Akron/Canton,United States,2,0,41.1,-81.5,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Central Illinois Regional Airport at Bloomington-Normal, IL, US",Bloomington/Normal,United States,2,0,40.5,-88.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Buffalo Niagara International Airport, NY, US",Buffalo,United States,2,0,42.9,-78.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Texarkana Regional Airport, AR, US",Texarkana,United States,2,0,33.4,-94.0,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tallahassee Regional Airport, FL, US",Tallahassee,United States,2,0,30.4,-84.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,2,0,38.9,-77.0,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tri-State Airport, KY, US",Ashland,United States,2,0,38.5,-82.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Chattanooga Metropolitan Airport, TN, US",Chattanooga,United States,2,0,35.0,-85.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Chattanooga Metropolitan Airport, TN, US",Chattanooga,United States,2,0,35.0,-85.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,2,0,39.1,-84.5,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"John F. Kennedy International Airport, NY, US",New York,United States,2,0,40.7,-74.0,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Dane County Regional Airport, WI, US",Madison,United States,2,0,43.1,-89.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Manhattan Regional Airport, KS, US",Manhattan,United States,2,0,39.2,-96.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Portland International Airport, OR, US",Portland,United States,2,0,45.5,-122.7,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tri-Cities Airport, WA, US",Pasco,United States,2,0,46.2,-119.1,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Eppley Airfield, NE, US",Omaha,United States,2,0,41.3,-95.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Saint George Municipal Airport, UT, US",St George,United States,2,0,37.1,-113.6,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Rapid City Regional Airport, SD, US",Rapid City,United States,2,0,44.1,-103.2,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Shreveport Regional Airport, LA, US",Shreveport,United States,2,0,32.5,-93.8,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Sioux Gateway Airport/Col. Bud Day Field, IA, US",Sioux City,United States,2,0,42.5,-96.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Joe Foss Field, SD, US",Sioux Falls,United States,2,0,43.5,-96.7,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Mathis Field, TX, US",San Angelo,United States,2,0,31.5,-100.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,2,0,47.6,-122.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,2,0,36.5,-82.4,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Lubbock Preston Smith International Airport, TX, US",Lubbock,United States,2,0,33.6,-101.9,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Spokane International Airport, WA, US",Spokane,United States,2,0,47.7,-117.4,30.5,-91.2
