Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Coastal Carolina Regional Airport, NC, US",New Bern,United States,5,0,35.1,-77.0,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Quad City International Airport, IL, US",Moline,United States,5,0,41.5,-90.5,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"John F. Kennedy International Airport, NY, US",New York,United States,5,0,40.7,-74.0,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Dane County Regional Airport, WI, US",Madison,United States,5,0,43.1,-89.4,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Richmond International Airport, VA, US",Richmond,United States,5,0,37.6,-77.5,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,5,0,40.8,-111.9,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Savannah International Airport, GA, US",Savannah,United States,5,0,32.1,-81.1,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tallahassee Regional Airport, FL, US",Tallahassee,United States,5,0,30.4,-84.3,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Texarkana Regional Airport, AR, US",Texarkana,United States,5,0,33.4,-94.0,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Hector International Airport, ND, US",Fargo,United States,5,0,46.9,-96.8,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fort Lauderdale/Hollywood International Airport, FL, US",Fort Lauderdale,United States,5,0,26.1,-80.1,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Evansville Regional Airport, IN, US",Evansville,United States,5,0,38.0,-87.6,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Sacramento International Airport, CA, US",Sacramento,United States,5,0,38.6,-121.5,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,5,0,35.1,-106.7,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Birmingham–Shuttlesworth International Airport, AL, US",Birmingham,United States,5,0,33.5,-86.8,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Ketchikan International Airport, AK, US",Ketchikan,United States,5,0,55.3,-131.6,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,5,0,34.7,-86.6,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,5,0,26.6,-81.8,30.0,-90.1
May-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Daytona Beach International Airport, FL, US",Daytona Beach,United States,5,0,29.2,-81.0,30.0,-90.1
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Abilene Regional Airport, TX, US",Abilene,United States,5,0,32.4,-99.7,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Springfield-Branson National Airport, MO, US",Springfield,United States,5,0,37.2,-93.3,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,5,0,33.7,-117.9,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Charleston International Airport, SC, US",Charleston,United States,5,0,32.8,-79.9,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,5,0,26.6,-81.8,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"McCarran International Airport, NV, US",Las Vegas,United States,5,0,36.2,-115.1,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Pittsburgh International Airport, PA, US",Pittsburgh,United States,5,0,40.4,-80.0,30.2,-93.2
May-2020,"Lake Charles Regional Airport, LA, US",Lake Charles,United States,"Columbia Metropolitan Airport, SC, US",Columbia,United States,5,0,34.0,-81.0,30.2,-93.2
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Augusta Regional Airport, GA, US",Augusta,United States,5,0,33.5,-82.0,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,5,0,35.8,-78.6,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Charleston International Airport, SC, US",Charleston,United States,5,0,32.8,-79.9,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Northwest Arkansas Regional Airport, AR, US",Fayetteville,United States,5,0,36.1,-94.2,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Anchorage International Airport, AK, US",Anchorage,United States,5,0,61.2,-149.9,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,5,0,33.7,-117.9,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,5,0,34.1,-118.2,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Adams Field, AR, US",Little Rock,United States,5,0,34.7,-92.3,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,5,0,34.7,-86.6,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"John F. Kennedy International Airport, NY, US",New York,United States,5,0,40.7,-74.0,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Miami International Airport, FL, US",Miami,United States,5,0,25.8,-80.2,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Blue Grass Airport, KY, US",Lexington,United States,5,0,38.0,-84.5,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Indianapolis International Airport, IN, US",Indianapolis,United States,5,0,39.8,-86.2,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Jackson Hole Airport, WY, US",Jackson,United States,5,0,43.5,-110.8,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"El Paso International Airport, TX, US",El Paso,United States,5,0,31.8,-106.5,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Eagle County Regional Airport, CO, US",Vail/Eagle,United States,5,0,39.6,-106.9,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Tampa International Airport, FL, US",Tampa,United States,5,0,27.9,-82.5,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,5,0,47.6,-122.3,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,5,0,26.7,-80.1,30.2,-92.0
May-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,5,0,36.5,-82.4,30.2,-92.0
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,5,0,36.5,-82.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,5,0,26.7,-80.1,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Yuma International Airport, AZ, US",Yuma,United States,5,0,32.7,-114.6,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,5,0,33.4,-112.1,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,5,0,40.8,-111.9,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Savannah International Airport, GA, US",Savannah,United States,5,0,32.1,-81.1,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Toledo Express Airport, OH, US",Toledo,United States,5,0,41.7,-83.6,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Tampa International Airport, FL, US",Tampa,United States,5,0,27.9,-82.5,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Spokane International Airport, WA, US",Spokane,United States,5,0,47.7,-117.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Birmingham–Shuttlesworth International Airport, AL, US",Birmingham,United States,5,0,33.5,-86.8,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Anchorage International Airport, AK, US",Anchorage,United States,5,0,61.2,-149.9,32.5,-93.8
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,5,0,45.0,-93.3,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Syracuse Hancock International Airport, NY, US",Syracuse,United States,5,0,43.0,-76.1,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,5,0,39.1,-84.5,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Fairbanks International Airport, AK, US",Fairbanks,United States,5,0,64.8,-147.7,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,5,0,35.8,-78.6,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Bradley International Airport, CT, US",Hartford,United States,5,0,41.8,-72.7,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Jacksonville International Airport, FL, US",Jacksonville,United States,5,0,30.3,-81.7,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Washington Dulles International Airport, DC, US",Washington,United States,5,0,38.9,-77.0,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,5,0,38.9,-77.0,31.3,-92.4
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Coastal Carolina Regional Airport, NC, US",New Bern,United States,5,0,35.1,-77.0,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Miami International Airport, FL, US",Miami,United States,5,0,25.8,-80.2,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"General Mitchell International Airport, WI, US",Milwaukee,United States,5,0,43.0,-87.9,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Dane County Regional Airport, WI, US",Madison,United States,5,0,43.1,-89.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Pensacola International Airport, FL, US",Pensacola,United States,5,0,30.4,-87.2,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Palm Springs International Airport, CA, US",Palm Springs,United States,5,0,33.8,-116.5,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Greenville–Spartanburg International Airport, SC, US",Greenville,United States,5,0,34.9,-82.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Greenville–Spartanburg International Airport, SC, US",Greenville,United States,5,0,34.9,-82.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,5,0,36.1,-79.9,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Bradley International Airport, CT, US",Hartford,United States,5,0,41.8,-72.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Bradley International Airport, CT, US",Hartford,United States,5,0,41.8,-72.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Rio Grande Valley International Airport, TX, US",Harlingen,United States,5,0,26.2,-97.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Louisville International Airport, KY, US",Louisville,United States,5,0,38.3,-85.8,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Jacksonville International Airport, FL, US",Jacksonville,United States,5,0,30.3,-81.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,5,0,35.1,-106.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Abilene Regional Airport, TX, US",Abilene,United States,5,0,32.4,-99.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Albany County Airport, NY, US",Albany,United States,5,0,42.7,-73.8,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Gerald R. Ford International Airport, MI, US",Grand Rapids,United States,5,0,43.0,-85.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Chattanooga Metropolitan Airport, TN, US",Chattanooga,United States,5,0,35.0,-85.3,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"John Glenn Columbus International Airport, OH, US",Columbus,United States,5,0,40.0,-83.0,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Meadows Field Airport, CA, US",Bakersfield,United States,5,0,35.4,-119.0,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Durango–La Plata County Airport, CO, US",Durango,United States,5,0,37.3,-107.9,32.5,-93.8
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"George Bush Intercontinental Airport, TX, US",Houston,United States,5,0,29.8,-95.4,31.3,-92.4
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Fairbanks International Airport, AK, US",Fairbanks,United States,5,0,64.8,-147.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Birmingham–Shuttlesworth International Airport, AL, US",Birmingham,United States,5,0,33.5,-86.8,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,5,0,26.6,-81.8,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Jacksonville International Airport, FL, US",Jacksonville,United States,5,0,30.3,-81.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Sacramento International Airport, CA, US",Sacramento,United States,5,0,38.6,-121.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Chattanooga Metropolitan Airport, TN, US",Chattanooga,United States,5,0,35.0,-85.3,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Cleveland-Hopkins International Airport, OH, US",Cleveland,United States,5,0,41.5,-81.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,5,0,35.1,-106.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Augusta Regional Airport, GA, US",Augusta,United States,5,0,33.5,-82.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Manhattan Regional Airport, KS, US",Manhattan,United States,5,0,39.2,-96.6,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Coastal Carolina Regional Airport, NC, US",New Bern,United States,5,0,35.1,-77.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Eagle County Regional Airport, CO, US",Vail/Eagle,United States,5,0,39.6,-106.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Fayetteville Municipal Airport, NC, US",Fayetteville,United States,5,0,35.1,-78.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Hobbs Airport, NM, US",Hobbs,United States,5,0,32.7,-103.1,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,5,0,36.1,-79.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Gerald R. Ford International Airport, MI, US",Grand Rapids,United States,5,0,43.0,-85.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tampa International Airport, FL, US",Tampa,United States,5,0,27.9,-82.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Toledo Express Airport, OH, US",Toledo,United States,5,0,41.7,-83.6,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Savannah International Airport, GA, US",Savannah,United States,5,0,32.1,-81.1,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Roswell Industrial Air Center Airport, NM, US",Roswell,United States,4,0,33.4,-104.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Salisbury–Ocean City–Wicomico Regional Airport, MD, US",Salisbury-Ocean City,United States,4,0,38.4,-75.6,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Stillwater Regional Airport, OK, US",Stillwater,United States,4,0,36.1,-97.1,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Lynchburg Regional Airport, VA, US",Lynchburg,United States,4,0,37.4,-79.1,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Myrtle Beach International Airport, SC, US",Myrtle Beach,United States,4,0,33.7,-78.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Sarasota / Bradenton International Airport, FL, US",Sarasota/Bradenton,United States,4,0,27.4,-82.6,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,4,0,45.0,-93.3,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,4,0,47.6,-122.3,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Spokane International Airport, WA, US",Spokane,United States,4,0,47.7,-117.4,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tyler Pounds Field, TX, US",Tyler,United States,4,0,32.4,-95.3,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Mathis Field, TX, US",San Angelo,United States,4,0,31.5,-100.4,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Rio Grande Valley International Airport, TX, US",Harlingen,United States,4,0,26.2,-97.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Charlottesville-Albemarle Airport, VA, US",Charlottesville,United States,4,0,38.0,-78.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Bishop International Airport, MI, US",Flint,United States,4,0,43.0,-83.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tucson International Airport, AZ, US",Tucson,United States,4,0,32.2,-110.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,4,0,38.9,-77.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Missoula International Airport, MT, US",Missoula,United States,4,0,46.9,-114.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"La Guardia Airport, NY, US",New York,United States,4,0,40.7,-74.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Killeen-Fort Hood Regional Airport, TX, US",Killeen,United States,4,0,31.1,-97.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Memphis International Airport, TN, US",Memphis,United States,4,0,35.1,-90.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Quad City International Airport, IL, US",Moline,United States,4,0,41.5,-90.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Albert J Ellis Airport, NC, US",Jacksonville,United States,4,0,34.8,-77.4,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Joplin Regional Airport, MO, US",Joplin,United States,4,0,37.1,-94.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Central Illinois Regional Airport at Bloomington-Normal, IL, US",Bloomington/Normal,United States,4,0,40.5,-88.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Augusta Regional Airport, GA, US",Augusta,United States,4,0,33.5,-82.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Akron-Canton Regional Airport, OH, US",Akron/Canton,United States,4,0,41.1,-81.5,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Columbia Metropolitan Airport, SC, US",Columbia,United States,4,0,34.0,-81.0,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,4,0,35.8,-78.6,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"San Francisco International Airport, CA, US",San Francisco,United States,4,0,37.8,-122.4,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Jacksonville International Airport, FL, US",Jacksonville,United States,4,0,30.3,-81.7,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,4,0,26.6,-81.8,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Adams Field, AR, US",Little Rock,United States,4,0,34.7,-92.3,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Anchorage International Airport, AK, US",Anchorage,United States,4,0,61.2,-149.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Anchorage International Airport, AK, US",Anchorage,United States,4,0,61.2,-149.9,30.5,-91.2
May-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Meadows Field Airport, CA, US",Bakersfield,United States,4,0,35.4,-119.0,30.5,-91.2
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Kansas City International Airport, MO, US",Kansas City,United States,4,0,39.1,-94.6,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,4,0,47.6,-122.3,31.3,-92.4
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,4,0,26.6,-81.8,32.5,-93.8
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Kansas City International Airport, MO, US",Kansas City,United States,4,0,39.1,-94.6,31.3,-92.4
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Des Moines International Airport, IA, US",Des Moines,United States,4,0,41.6,-93.6,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Fort Lauderdale/Hollywood International Airport, FL, US",Fort Lauderdale,United States,4,0,26.1,-80.1,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Denver International Airport, CO, US",Denver,United States,4,0,39.7,-105.0,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Chattanooga Metropolitan Airport, TN, US",Chattanooga,United States,4,0,35.0,-85.3,32.5,-93.8
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,4,0,47.6,-122.3,31.3,-92.4
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Austin-Bergstrom International Airport, TX, US",Austin,United States,4,0,30.3,-97.7,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,4,0,36.0,-83.9,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Fayetteville Municipal Airport, NC, US",Fayetteville,United States,4,0,35.1,-78.9,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"William P Hobby Airport, TX, US",Houston,United States,4,0,29.8,-95.4,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"La Guardia Airport, NY, US",New York,United States,4,0,40.7,-74.0,32.5,-93.8
May-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,4,0,30.0,-90.1,32.5,-93.8
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Hartsfield-Jackson Atlanta International Airport, GA, US",Atlanta,United States,4,0,33.7,-84.4,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Columbia Metropolitan Airport, SC, US",Columbia,United States,4,0,34.0,-81.0,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"San Francisco International Airport, CA, US",San Francisco,United States,4,0,37.8,-122.4,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Charlotte Douglas International Airport, NC, US",Charlotte,United States,4,0,35.2,-80.8,31.3,-92.4
May-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Charlotte Douglas International Airport, NC, US",Charlotte,United States,4,0,35.2,-80.8,31.3,-92.4
