group,time,confirmed,confirmed_rolling,population,travel_infectious,travel_infectious_lower,travel_infectious_upper,infectious_travellers,infectious_travellers_lower,infectious_travellers_upper,import_risk,n
Arizona,2020-02-16,1,0,7278717,43.66465060746157,14.010106823294981,112.48092306182255,5.998948799281737e-6,1.924804443323594e-6,1.545339969417997e-5,0.19030861723382633,12315
Arizona,2020-02-17,1,0,7278717,49.02227409990282,16.152362874611104,123.56271757532313,6.735015813900008e-6,2.2191222539097348e-6,1.697589253371482e-5,0.209058116552698,12315
Arizona,2020-02-18,1,0,7278717,55.03728344422195,18.621685591388797,135.7434506905147,7.5613989998817024e-6,2.558374723373473e-6,1.864936508597802e-5,0.22966693103381933,12315
Arizona,2020-02-19,1,0,7278717,61.790403500600796,21.468348896453094,149.14233072381415,8.489188891476451e-6,2.9494688276042458e-6,2.0490195006044907e-5,0.252336751499443,12315
Arizona,2020-02-20,1,0,7278717,69.37147836568563,24.749231475706967,163.88712321788967,9.53072888610529e-6,3.4002189500851548e-6,2.25159355993494e-5,0.27728374690598784,12315
Arizona,2020-02-21,1,0,7278717,77.8812430121952,28.528964561287186,180.11236470641865,1.069985864434559e-5,3.919504572205127e-6,2.4745070416450954e-5,0.3047355421785935,12315
Arizona,2020-02-22,1,0,7278717,87.43432616994433,32.881256233485615,197.9617228421811,1.2012326646295539e-5,4.51745221492821e-6,2.7197337503598657e-5,0.3349352113568175,12315
Arizona,2020-02-23,1,0,7278717,98.16140846563162,37.8903960886038,217.59472976909078,1.3486086691601229e-5,5.205642160370269e-6,2.9894654479503845e-5,0.3681526699150898,12315
Arizona,2020-02-24,1,0,7278717,110.20915451721363,43.65432891486268,239.1918634781755,1.5141288570116634e-5,5.99753073444986e-6,3.286181664683151e-5,0.40469327200573,12315
Arizona,2020-02-25,1,0,7278717,123.74076751994825,50.28680937293601,262.9545228521418,1.7000354254733116e-5,6.908746331659276e-6,3.6126493563651645e-5,0.44489776823637,12315
Arizona,2020-02-26,1,0,7278717,138.93951750229135,57.91918628741477,289.10918618453576,1.908846263734273e-5,7.957334553248157e-6,3.9719800369287024e-5,0.4891493415477697,12315
Arizona,2020-02-27,1,0,7278717,155.0293998542301,65.72114114602455,316.93149220817423,2.1299000889061916e-5,9.029220554395032e-6,4.354221935104418e-5,0.5362224313081091,12315
Arizona,2020-02-28,1,0,7278717,174.20654311458753,75.83482035532786,348.6855003885734,2.3933688191832096e-5,1.0418707081938735e-5,4.79048025068942e-5,0.5899476428724021,12315
Arizona,2020-02-29,1,0.14285714285714285,7278717,195.80004035046662,87.536279380448,383.782015780342,2.6900350755561264e-5,1.2026333676724619e-5,5.2726602199308204e-5,0.6493281060844805,12315
Arizona,2020-03-01,1,0.14285714285714285,7278717,219.07946217804712,100.04416182873148,421.5745588453503,3.0098637188126304e-5,1.3744752245310743e-5,5.7918800641012734e-5,0.3465861030358202,5984
Arizona,2020-03-02,1,0.14285714285714285,7278717,244.34268032071947,113.60973723548642,462.4500453887757,3.3569471147280413e-5,1.560848391763087e-5,6.353455497566065e-5,0.38019077697435333,5984
Arizona,2020-03-03,2,0.2857142857142857,7278717,274.93780604087397,131.533518900146,509.86361022273695,3.7772839092504074e-5,1.8070975818972767e-5,7.004855529109553e-5,0.4191705548619156,5984
Arizona,2020-03-04,2,0.5714285714285714,7278717,308.3977091854739,151.2887345941823,561.4642641346403,4.236978978375913e-5,2.0785082672424592e-5,7.713780658523203e-5,0.46159263460602845,5984
Arizona,2020-03-05,2,0.5714285714285714,7278717,347.0683910990874,175.14591692232878,619.7047606681232,4.7682632955655155e-5,2.4062745800163516e-5,8.513928494103057e-5,0.5094734810871269,5984
Arizona,2020-03-06,3,0.7142857142857143,7278717,387.547038806426,199.61398983750604,681.2774674197086,5.324386685269203e-5,2.7424337261292895e-5,9.359856516192463e-5,0.560093813928957,5984
Arizona,2020-03-07,5,0.5714285714285714,7278717,436.2449453872637,231.00964261640163,752.6971284083446,5.993431883493529e-5,3.173768709738291e-5,1.0341068740663288e-4,0.6188095534412912,5984
Arizona,2020-03-08,5,1,7278717,490.99648935182154,267.06285802866336,831.9355382989468,6.745646098781166e-5,3.6690924791919146e-5,1.1429700293320193e-4,0.6839532655522804,5984
Arizona,2020-03-09,6,1,7278717,549.4696895308648,305.31496117014734,916.8478931277074,7.548990976443579e-5,4.194626074487404e-5,1.259628438813746e-4,0.7537616577861457,5984
Arizona,2020-03-10,6,0.8571428571428571,7278717,617.3359926028837,351.2727770413695,1013.3610948676387,8.481384735838524e-5,4.8260260296061725e-5,1.392224886429351e-4,0.8331073720393236,5984
Arizona,2020-03-11,9,1,7278717,689.7406897622269,399.87836520778353,1116.9548081414314,9.476130061963213e-5,5.493802894215884e-5,1.5345490257986832e-4,0.918274137037932,5984
Arizona,2020-03-12,9,1.1428571428571428,7278717,774.5299164053401,458.7420514452357,1235.8881040256335,1.0641022537424386e-4,6.302512536828066e-5,1.697947734505454e-4,1.0160519243280637,5984
Arizona,2020-03-13,9,1.7142857142857142,7278717,864.2108382822395,520.1157413638147,1363.1619533526023,1.1873120472773422e-4,7.145706329340935e-5,1.8728052668521146e-4,1.1206866716843054,5984
Arizona,2020-03-14,12,2,7278717,955.0958435653555,580.0364576926031,1495.6515518935073,1.3121760930743089e-4,7.968938175403758e-5,2.0548285527428905e-4,1.2296094059613456,5984
Arizona,2020-03-15,13,2.7142857142857144,7278717,1055.8543819826405,646.8452605589729,1642.6474950340269,1.4506050750189085e-4,8.886803272595608e-5,2.2567816485158398e-4,1.3504581384718786,5984
Arizona,2020-03-16,18,5.428571428571429,7278717,1162.073308883827,715.7040522595042,1800.414304292018,1.596535912694266e-4,9.832832520614612e-5,2.473532497955365e-4,1.4801618467764903,5984
Arizona,2020-03-17,20,8.714285714285714,7278717,1272.333091722559,784.6699231366742,1968.3544237295569,1.7480183550515276e-4,1.0780332895710525e-4,2.704260137781915e-4,1.6182292664486981,5984
Arizona,2020-03-18,28,13.142857142857142,7278717,1372.9487283949077,839.4305894407809,2133.8071020432535,1.886251008790296e-4,1.1532672439947602e-4,2.9315703606051086e-4,1.754251703786097,5984
Arizona,2020-03-19,47,20,7278717,1488.1653571113213,903.4322554945456,2322.2829200477427,2.0445435055536866e-4,1.2411971168745063e-4,3.1905113497993434e-4,1.909201991719927,5984
Arizona,2020-03-20,70,30.857142857142858,7278717,1649.5251346020425,1007.1398864522497,2566.887473334639,2.2662306208663457e-4,1.383677764161252e-4,3.526565840291138e-4,2.1102969988302167,5984
Arizona,2020-03-21,104,43.714285714285715,7278717,1816.3872341577417,1108.5309003074415,2828.927204480089,2.495477203135857e-4,1.522975684186432e-4,3.886573972418613e-4,2.325725865095298,5984
Arizona,2020-03-22,153,53.42857142857143,7278717,1970.9408221018493,1188.156824518293,3092.9414767945486,2.707813509031673e-4,1.6323712331696547e-4,4.2492948644583223e-4,2.54277804689186,5984
Arizona,2020-03-23,234,65.85714285714286,7278717,2216.1730040152083,1347.2064221023927,3464.618199057138,3.044730278722484e-4,1.8508844650814047e-4,4.759929805015277e-4,2.8483419953211415,5984
Arizona,2020-03-24,326,85,7278717,2462.8874494191255,1494.5021892623872,3857.9100591604733,3.3836834835303053e-4,2.0532494796299776e-4,5.30026110255485e-4,3.1716762437688226,5984
Arizona,2020-03-25,402,95.57142857142857,7278717,2681.5933127865346,1598.2402173903013,4247.058873635424,3.68415657977434e-4,2.1957718886313362e-4,5.834900400215346e-4,3.491604399488863,5984
Arizona,2020-03-26,508,111,7278717,3067.763621163998,1851.107753998526,4831.991254807446,4.2147038017331873e-4,2.5431786316167066e-4,6.638520572797989e-4,3.9724907107623166,5984
Arizona,2020-03-27,665,133.57142857142858,7278717,3537.7773416236964,2166.075226186999,5534.5950639246075,4.860440846406992e-4,2.975902519890523e-4,7.60380581347593e-4,4.550117398783996,5984
Arizona,2020-03-28,773,138.85714285714286,7278717,4009.041807808632,2456.5176719401434,6279.116464511385,5.507896251233056e-4,3.3749322469057985e-4,8.626680312631176e-4,5.162205499078495,5984
Arizona,2020-03-29,930,144.42857142857142,7278717,4573.251232783588,2809.592910834798,7165.5024641195,6.283045807088789e-4,3.8600111954274335e-4,9.8444581155161e-4,5.890923736324834,5984
Arizona,2020-03-30,1169,156,7278717,5142.266697391659,3132.186113554013,8115.195505680803,7.064798229401775e-4,4.30321183465989e-4,0.0011149211469110288,6.671688143115596,5984
Arizona,2020-03-31,1298,157.71428571428572,7278717,5800.012802527621,3504.700422564765,9219.592195096,7.968454883639e-4,4.81499750926539e-4,0.0012666507291183324,7.5796379630441,5984
Arizona,2020-04-01,1413,178,7278717,6576.265525016061,3970.0739323759863,10487.89273293096,9.034924046389028e-4,5.454359514700167e-4,0.0014408985447477846,0.6267908669652863,435
Arizona,2020-04-02,1600,191.28571428571428,7278717,7442.9088015335965,4532.580795608301,11838.423883471338,0.0010225577943933795,6.227169974609949e-4,0.0016264437652228185,0.707503037871926,435
Arizona,2020-04-03,1769,185.28571428571428,7278717,8213.784298476681,5038.652105965636,13030.03585672943,0.0011284659505894626,6.922445406196773e-4,0.0017901555805411077,0.7787176775353818,435
Arizona,2020-04-04,2019,182.71428571428572,7278717,8744.643918868696,5362.325376021077,13886.886577331941,0.0012013990815783464,7.367129915919355e-4,0.0019078756018858737,0.8299258868203551,435
Arizona,2020-04-05,2269,187.57142857142858,7278717,9364.4029684876,5834.858380209204,14733.281406478485,0.0012865458251073096,8.016328125147886e-4,0.002024159121240527,0.8805092177396292,435
Arizona,2020-04-06,2466,202.57142857142858,7278717,9716.047636297557,6091.105312860133,15225.885439341719,0.001334857178304577,8.368377713902235e-4,0.002091836437567461,0.9099488503418456,435
Arizona,2020-04-07,2577,191.85714285714286,7278717,10129.358621842655,6448.492871802195,15716.137166311337,0.0013916406726408865,8.859381223094942e-4,0.002159190577997652,0.9392479014289786,435
Arizona,2020-04-08,2726,196.28571428571428,7278717,10482.11626393921,6772.390427402874,16103.947054885359,0.0014401049338694182,9.304373871662923e-4,0.002212470556951913,0.9624246922740822,435
Arizona,2020-04-09,3018,181.42857142857142,7278717,10860.5066521281,7138.397918416461,16494.19242515662,0.0014920907973380612,9.807220033992887e-4,0.002266085139064566,0.9857470354930862,435
Arizona,2020-04-10,3112,176.57142857142858,7278717,11165.694256257866,7439.182196382588,16802.497351122693,0.0015340195609003435,0.0010220458078508325,0.002308442181654087,1.004172349019528,435
Arizona,2020-04-11,3393,175.57142857142858,7278717,11338.31334301194,7608.6250007744975,16980.284546141655,0.0015577351534634386,0.0010453250209857723,0.0023328678043316774,1.0147974948842797,435
Arizona,2020-04-12,3539,176.57142857142858,7278717,11497.746941623545,7760.700541747417,17154.806311289398,0.001579639233346144,0.001066218200508059,0.0023568447998856662,1.0252274879502647,435
Arizona,2020-04-13,3702,173.71428571428572,7278717,11716.28231169327,7963.389257500626,17404.068239671928,0.0016096631194334483,0.0010940649646772398,0.0023910901110280737,1.040124198297212,435
Arizona,2020-04-14,3806,199.28571428571428,7278717,11943.051353668941,8162.437965059718,17681.54097648141,0.0016408182037670844,0.0011214116395869929,0.002429211216273611,1.0567068790790208,435
Arizona,2020-04-15,3962,189.42857142857142,7278717,12250.595580157034,8427.683665876282,18063.346699685328,0.0016830707362515997,0.0011578529108737545,0.0024816663018613484,1.0795248413096865,435
Arizona,2020-04-16,4234,198.57142857142858,7278717,12514.230747656124,8632.17754458091,18427.86957191168,0.001719290741439202,0.0011859476806944014,0.002531746950995853,1.101309923683196,435
Arizona,2020-04-17,4507,194.57142857142858,7278717,12759.599983121076,8799.736897335713,18803.81181778303,0.001753001247764005,0.0012089681323419654,0.0025833964719033627,1.1237774652779629,435
Arizona,2020-04-18,4719,206.42857142857142,7278717,12907.160564957692,8849.602004735692,19115.078827707304,0.001773274131273093,0.0012158189423679602,0.0026261604658770637,1.1423798026565226,435
Arizona,2020-04-19,4929,213.85714285714286,7278717,13091.622353755472,8915.789222262445,19499.70981018476,0.0017986167553643688,0.0012249121956881199,0.002679003704936565,1.1653666116474057,435
Arizona,2020-04-20,5064,219.28571428571428,7278717,13326.603873046819,9011.55521777241,19974.077076976777,0.0018309001260863444,0.0012380691841395138,0.0027441755294204703,1.1937163552979047,435
Arizona,2020-04-21,5251,219.71428571428572,7278717,13562.728525492465,9087.473715633218,20491.032357266467,0.0018633405482714144,0.0012484993874103385,0.00281519838692265,1.2246112983113526,435
Arizona,2020-04-22,5459,223,7278717,13864.400654141135,9208.2199119118,21116.558475856164,0.001904786331731421,0.001265088326955396,0.0029011374498907104,1.2619947907024591,435
Arizona,2020-04-23,5769,228.14285714285714,7278717,14134.688839251026,9277.47873583307,21754.469157261734,0.0019419203740509525,0.001274603578602255,0.0029887779889315293,1.3001184251852151,435
Arizona,2020-04-24,6045,236,7278717,14389.047166294326,9311.719301533714,22420.307660318187,0.001976865863351237,0.001279307782062926,0.003080255443413748,1.3399111178849803,435
Arizona,2020-04-25,6280,242.42857142857142,7278717,14460.246631744592,9145.054478122009,22946.459272877924,0.001986647733624565,0.00125641022698396,0.003152541756037214,1.3713556638761881,435
Arizona,2020-04-26,6526,249,7278717,14667.745136503388,9098.495194873567,23651.639552562992,0.0020151552995539444,0.001250013593724494,0.003249424253280213,1.4134995501768928,435
Arizona,2020-04-27,6716,268.42857142857144,7278717,14807.06845723868,8969.107382574439,24330.799194478343,0.0020342964917084536,0.0012322374097762613,0.0033427318570674394,1.4540883578243362,435
Arizona,2020-04-28,6948,273.85714285714283,7278717,15086.89353510132,8967.08439079147,25192.600049559303,0.002072740777681193,0.0012319594773078097,0.0034611319617948197,1.5055924033807466,435
Arizona,2020-04-29,7202,297.7142857142857,7278717,15384.328915974858,8971.060179160755,26114.717880030617,0.0021136044877105207,0.0012325056983477657,0.0035878188257670433,1.5607011892086637,435
Arizona,2020-04-30,7648,302,7278717,15590.610548395212,8873.50202694528,26989.825930879433,0.0021419448713825818,0.0012191024911320607,0.0037080471642020746,1.6130005164279024,435
Arizona,2020-05-01,7962,314.7142857142857,7278717,15791.106828151926,8760.38850845031,27905.404727022484,0.00216949042367658,0.0012035621811440549,0.0038338356508465,4.74245470009712,1237
Arizona,2020-05-02,8364,336.7142857142857,7278717,16166.19673488503,8812.036755008105,29043.974100483738,0.0022210228443948336,0.001210657971041889,0.003990260110467784,4.935951756648649,1237
Arizona,2020-05-03,8640,357.85714285714283,7278717,16220.107503583535,8532.195440702802,29911.346730186964,0.0022284294750824266,0.0011722114543954384,0.004109425703758913,5.0833595955497755,1237
Arizona,2020-05-04,8919,328.14285714285717,7278717,16426.187707770372,8393.709587721001,30981.9922503724,0.0022567421851640026,0.0011531853192974807,0.004256518319145036,5.2653131607824095,1237
Arizona,2020-05-05,9305,366.2857142857143,7278717,16925.63061626276,8537.43544334046,32397.684675293734,0.002325359073070537,0.0011729313618513346,0.004451015841843244,5.505906596360093,1237
Arizona,2020-05-06,9707,370.85714285714283,7278717,17346.769627159334,8591.525038955302,33786.63860925229,0.0023832180351508834,0.0011803625610056418,0.004641839847496789,5.741955891353528,1237
Arizona,2020-05-07,9945,354.14285714285717,7278717,17679.645857258587,8546.06830323015,35138.97542464954,0.0024289508518133877,0.001174117403277274,0.004827633142578499,5.9717821973696035,1237
Arizona,2020-05-08,10526,351.57142857142856,7278717,17930.88188655286,8408.144970031328,36462.79715368151,0.0024634673784614597,0.0011551685510003105,0.005009508839769633,6.196762434795036,1237
Arizona,2020-05-09,10960,347.2857142857143,7278717,18128.169170933896,8206.295947474813,37788.621636696844,0.002490572056989425,0.0011274371496343123,0.005191659689021684,6.422083035319823,1237
Arizona,2020-05-10,11119,352.7142857142857,7278717,18337.47602600766,8007.5238635303,39185.72697058615,0.0025193280664721073,0.0011001284791715767,0.005383603589834053,6.659517640624723,1237
Arizona,2020-05-11,11380,389.85714285714283,7278717,NA,NA,NA,NA,NA,NA,NA,1237
Arizona,2020-05-12,11736,377.57142857142856,7278717,NA,NA,NA,NA,NA,NA,NA,1237
Arizona,2020-05-13,12176,381.57142857142856,7278717,NA,NA,NA,NA,NA,NA,NA,1237
Arizona,2020-05-14,12674,402.57142857142856,7278717,NA,NA,NA,NA,NA,NA,NA,1237
Arizona,2020-05-15,13169,398.57142857142856,7278717,NA,NA,NA,NA,NA,NA,NA,1237
California,2020-02-01,3,0.5714285714285714,39512223,2.4174086198143727,0.5948238111762412,8.680413007243898,6.118128610011065e-8,1.505417225389321e-8,2.1968930999513487e-7,0.010679976116103487,48614
California,2020-02-02,6,0.5714285714285714,39512223,3.059624886393145,0.7737859782246442,10.705445903379127,7.743489619384729e-8,1.9583458471183568e-8,2.7094010639135964e-7,0.013171482332109557,48614
California,2020-02-03,6,0.5714285714285714,39512223,3.816551327704015,0.9916100276768707,13.022925258628925,9.659166298246532e-8,2.5096285462776183e-8,3.2959232029615054e-7,0.016022801058877063,48614
California,2020-02-04,6,0.42857142857142855,39512223,4.711860152306946,1.2577101275141673,15.68398631652374,1.1925069749446763e-7,3.183091286749843e-8,3.9694011436723616e-7,0.01929684671984882,48614
California,2020-02-05,6,0.42857142857142855,39512223,4.792700053864989,1.156126818426325,17.769362352566063,1.2129664417679026e-7,2.9259979081063725e-8,4.497181126095098e-7,0.021862596326398708,48614
California,2020-02-06,6,0,39512223,6.062085055818236,1.5575155270921412,21.321412105756036,1.534230320531e-7,3.941857503416452e-8,5.396156046638033e-7,0.026232873005126132,48614
California,2020-02-07,6,0.14285714285714285,39512223,7.640552535115637,2.0782964804911623,25.506512718191555,1.9337187217017975e-7,5.259882443190206e-8,6.455347429627423e-7,0.03138202599439076,48614
California,2020-02-08,6,0.14285714285714285,39512223,9.55381647114873,2.7295391937777977,30.40351144851638,2.4179394996704516e-7,6.908088147249517e-8,7.694710431381291e-7,0.03740706529111701,48614
California,2020-02-09,6,0.14285714285714285,39512223,11.851158797519709,3.533274540283449,36.12228022525364,2.999365233770752e-7,8.942231724809433e-8,9.14205212530149e-7,0.04444317220194066,48614
California,2020-02-10,7,0.14285714285714285,39512223,14.598118034335585,4.519865754976574,42.797142178553365,3.6945828217095215e-7,1.1439158345954299e-7,1.0831367847502117e-6,0.05265561165384679,48614
California,2020-02-11,7,0.14285714285714285,39512223,17.880265688706345,5.730536929813951,50.5920099607915,4.5252492345739053e-7,1.450320051548087e-7,1.2804141635055943e-6,0.06224605414466096,48614
California,2020-02-12,7,0.14285714285714285,39512223,21.805872933416957,7.219543428286794,59.70586048536553,5.518766416512925e-7,1.8271671093491234e-7,1.511073180705766e-6,0.07345931160683011,48614
California,2020-02-13,7,0.14285714285714285,39512223,26.509095571430837,9.056492462742897,70.3804863681793,6.709087355431973e-7,2.2920736357311249e-7,1.7812332747813076e-6,0.08659287442021849,48614
California,2020-02-14,7,0,39512223,32.153735870635536,11.329064946226223,82.9033822515052,8.137668151608564e-7,2.8672304634002047e-7,2.0981705395696212e-6,0.10200046261063757,48614
California,2020-02-15,7,0,39512223,37.95473401572806,13.163107695916045,96.62856849589284,9.60582096728095e-7,3.33140144909489e-7,2.4455361191875445e-6,0.11888729289818328,48614
California,2020-02-16,7,0,39512223,45.13437238511066,15.675837464390487,112.93348781599504,1.1422888655267677e-6,3.9673387813159707e-7,2.858191193545224e-6,0.1389481066830075,48614
California,2020-02-17,7,0.14285714285714285,39512223,55.02444228513226,20.073373180566726,133.32180548448449,1.3925929271337697e-6,5.080294566207203e-7,3.3741914618290264e-6,0.1640329437253563,48614
California,2020-02-18,7,0.2857142857142857,39512223,67.02274350312712,25.604319408948374,157.3816056761883,1.6962534227225614e-6,6.480100957353975e-7,3.9831119012511214e-06,0.193635001967422,48614
California,2020-02-19,7,0.2857142857142857,39512223,79.54128693524376,30.505714496953853,183.73626829434212,2.0130805329592254e-6,7.720576616748152e-7,4.650112151228295e-6,0.22606055211981235,48614
California,2020-02-20,8,0.2857142857142857,39512223,96.99254717237217,38.98676495070466,217.03488384427828,2.4547479186977704e-6,9.867013797402556e-7,5.492854295853672e-6,0.2670296187386304,48614
California,2020-02-21,9,0.5714285714285714,39512223,103.37449824489431,35.720830130107885,241.54394354449335,2.6162663195359653e-6,9.040450629697015e-7,6.113144875308417e-6,0.2971844249682434,48614
California,2020-02-22,9,0.5714285714285714,39512223,128.8429012701806,48.78796199242394,287.72470943518005,3.26083655860569e-6,1.2347561915821323e-6,7.281916520748024e-6,0.3540030897396444,48614
California,2020-02-23,9,2.7142857142857144,39512223,159.40076751212405,64.74921388153565,341.9228224005662,4.03421410919158e-6,1.638713516107045e-6,8.653596189730104e-6,0.4206859251675393,48614
California,2020-02-24,11,2.5714285714285716,39512223,196.65267823467585,84.90243157237427,406.12838259475535,4.977008715370832e-6,2.1487637274261756e-6,1.027855057901337e-5,0.49968145784815593,48614
California,2020-02-25,11,2.5714285714285716,39512223,237.76811823621819,106.0589865375276,477.94828059423105,6.0175839318435254e-6,2.6842070246851867e-6,1.2096213381723196e-5,0.5880453173390914,48614
California,2020-02-26,26,2.7142857142857144,39512223,288.0720395463597,133.14041860196843,563.1956670105594,7.290706967976965e-6,3.3696008093993707e-6,1.425370744163292e-5,0.6929297335675428,48614
California,2020-02-27,26,3.4285714285714284,39512223,347.5935434825146,165.7130141240883,662.4714440989643,8.797114338074945e-6,4.19396838603812e-6,1.676624076805206e-5,0.8150740286980829,48614
California,2020-02-28,27,3.857142857142857,39512223,417.6570729325343,204.5766538999394,777.7773457769389,1.057032586935274e-5,5.177553637008462e-6,1.9684474492284043e-5,0.9569410429678965,48614
California,2020-02-29,28,4.857142857142857,39512223,502.1172499342914,252.99896467225338,913.71293490393,1.2707896742086402e-5,6.4030556993022985e-6,2.3124817221848794e-5,1.1241898644229573,48614
California,2020-03-01,33,4.142857142857143,39512223,604.5209087601428,313.8689238603863,1074.6146043668134,1.5299592451686224e-5,7.943590616513434e-6,2.719701709435112e-5,0.7695124016675705,28294
California,2020-03-02,38,5.857142857142857,39512223,726.129018363116,387.70467954936396,1262.6281526553867,1.8377326387409687e-5,9.812272003763594e-6,3.1955381317203705e-5,0.9041455589889617,28294
California,2020-03-03,45,7.714285714285714,39512223,883.7448554666059,490.46949370478296,1495.5860668633409,2.2366366363811168e-5,1.2413108057847897e-5,3.78512256033618e-5,1.0709625772215188,28294
California,2020-03-04,55,10.285714285714286,39512223,1029.4664140551706,573.3089605081032,1726.7685077927654,2.605437851611565e-5,1.4509660985364027e-5,4.3702135103680836e-5,1.2365082106235457,28294
California,2020-03-05,67,11.285714285714286,39512223,1269.3107861263054,741.1579617035599,2063.5650926260532,3.2124509575842025e-5,1.8757688265313744e-5,5.22259932736777e-5,1.4776822536854368,28294
California,2020-03-06,81,19.142857142857142,39512223,1546.5260926924418,936.0044806331109,2450.8951274506594,3.9140447569665765e-5,2.3688985573732737e-5,6.202878353492436e-5,1.7550424013371497,28294
California,2020-03-07,100,19.142857142857142,39512223,1858.68141412702,1153.8626516786453,2888.404183316913,4.7040669266495586e-5,2.9202676135904714e-5,7.310153577835681e-5,2.0683348533128276,28294
California,2020-03-08,112,21,39512223,2226.8470519197276,1413.8509300256596,3399.8838885641303,5.6358435006801e-5,3.5782621747849004e-5,8.604638338278588e-5,2.434596371432544,28294
California,2020-03-09,172,26.428571428571427,39512223,2691.737735033898,1754.304052462701,4029.739485387051,6.812417856200847e-5,4.439902185363504e-5,1.0198716193181667e-4,2.8856247596988207,28294
California,2020-03-10,179,34.142857142857146,39512223,3230.5938337515536,2149.422317728503,4760.430870090972,8.176188501850563e-5,5.439892151166749e-5,1.2047995553403747e-4,3.4088598618800563,28294
California,2020-03-11,202,40.142857142857146,39512223,3887.9651917912593,2639.586079531377,5643.550859638203,9.839904962551105e-5,6.680429191572889e-5,1.428305074011706e-4,4.041246376408721,28294
California,2020-03-12,252,52.285714285714285,39512223,4671.459583369592,3226.575217434519,6695.583951295635,1.1822821468105179e-4,8.166017936866066e-5,1.6945601747832907e-4,4.794588558531843,28294
California,2020-03-13,320,59.42857142857143,39512223,5631.024954342536,3952.460177938659,7977.385170796006,1.4251349397229653e-4,1.0003132898745431e-4,2.0189664273751457e-4,5.712463609615237,28294
California,2020-03-14,381,79,39512223,6811.383228176011,4851.482432044051,9547.946073222645,1.7238673785010807e-4,1.2278434529092557e-4,2.4164537827250685e-4,6.837114332842309,28294
California,2020-03-15,478,98.71428571428571,39512223,8232.085636886688,5929.286340095231,11446.271042038152,2.0834276109665326e-4,1.5006207927342462e-4,2.896893713633412e-4,8.196471073354376,28294
California,2020-03-16,588,116.42857142857143,39512223,9947.06151932324,7221.747933522521,13752.785168264021,2.517464410778214e-4,1.8277250392929097e-4,3.4806407040839036e-4,9.848124808134997,28294
California,2020-03-17,732,137.57142857142858,39512223,12024.803743639603,8774.291618252591,16571.1729290727,3.0433123804853e-4,2.2206524847393657e-4,4.1939358686735246e-4,11.86632214682487,28294
