group,time,confirmed,confirmed_rolling,population,travel_infectious,travel_infectious_lower,travel_infectious_upper,infectious_travellers,infectious_travellers_lower,infectious_travellers_upper,import_risk,import_risk_lower,import_risk_upper,n
Arizona,2020-01-06,NA,NA,7278717,0.1862295152199242,0.022158310091821856,1.1009384237331936,2.558548645591307e-8,3.0442604227945468e-9,1.512544619791089e-7,1.0198651383598098e-5,1.2134751014589825e-6,6.0291663033130104e-5,398.61080621514174
Arizona,2020-01-07,NA,NA,7278717,0.27031490055464774,0.03217129938997745,1.5976941950517092,3.713771267033019e-8,4.419913480628172e-9,2.1950217257405518e-7,1.48034935885066e-5,1.7618252759143688e-6,8.749593797571931e-5,398.61080621514174
Arizona,2020-01-08,NA,NA,7278717,0.3598351151083067,0.04292154479671399,2.122879601960904,4.943661295092345e-8,5.896855832794982e-9,2.916557412468302e-7,1.9705968144913514e-5,2.350550457644869e-6,1.1625713015567375e-4,398.61080621514174
Arizona,2020-01-09,NA,NA,7278717,0.45080246963706716,0.05410754043154399,2.645866864380102,6.19343312340715e-8,7.4336645361461354e-9,3.6350731377248245e-7,2.4687693705608872e-5,2.963139013886119e-6,1.4489794340794972e-4,398.61080621514174
Arizona,2020-01-10,NA,NA,7278717,0.5420200932909732,0.06577740252594438,3.1518796945962837,7.446643320395245e-8,9.036950128153682e-9,4.3302682252878956e-7,2.968312497539349e-5,3.6022259763093676e-6,1.726091708409819e-4,398.61080621514174
Arizona,2020-01-11,NA,NA,7278717,0.6345557777915236,0.07821185136563484,3.641297716787042,8.717961940154063e-8,1.074527988457785e-8,5.002664228856599e-7,3.475073837517732e-5,4.2831846777989225e-6,1.9941160214881793e-4,398.61080621514174
Arizona,2020-01-12,NA,NA,7278717,0.7306832392853165,0.0917977173648873,4.123795708019407,1.0038626852580153e-7,1.2611799217483974e-8,5.665553019878925e-7,4.0015051429999456e-5,5.027199453904781e-6,2.258350656908569e-4,398.61080621514174
Arizona,2020-01-13,NA,NA,7278717,0.833026527102617,0.10695149791124683,4.61241472887103,1.1444689044822281e-7,1.4693729390941678e-8,6.336851300677071e-7,6.840405007994618e-5,8.782332112150098e-6,3.787488607362311e-4,597.6925175690379
Arizona,2020-01-14,NA,NA,7278717,0.9441188349812124,0.12409514189923138,5.119864478516827,1.2970951267664514e-7,1.7049040634390837e-8,7.034020526580202e-7,7.752640518435707e-5,1.0190084018905888e-5,4.204181437164011e-4,597.6925175690379
Arizona,2020-01-15,NA,NA,7278717,1.066282433166714,0.1436655825630502,5.65712882690877,1.464931846047475e-7,1.9737761828499474e-8,7.772151090513301e-7,8.755788031311737e-5,1.1797112558453908e-5,4.6453565522158383e-4,597.6925175690379
Arizona,2020-01-16,NA,NA,7278717,1.201686261115195,0.16613039205175464,6.233436389178396,1.650958899920405e-7,2.2824131237930346e-8,8.563921896095694e-7,9.867657812964362e-5,1.3641812460924711e-5,5.118592038342044e-4,597.6925175690379
Arizona,2020-01-17,NA,NA,7278717,1.3524658161243304,0.1919893246522737,6.85676897292524,1.8581101808523815e-7,2.637680852989252e-8,9.42029889735408e-7,1.1105785519143202e-4,1.5765221095667933e-5,5.630442164212392e-4,597.6925175690379
Arizona,2020-01-18,NA,NA,7278717,1.520853366415795,0.22178831403285929,7.534467420256097,2.0894525318346558e-7,3.047079781132572e-8,1.0351367446015689e-6,1.2488501440932557e-4,1.82121678561884e-5,6.186934869091299e-4,597.6925175690379
Arizona,2020-01-19,NA,NA,7278717,1.7092579200150975,0.2561544358703606,8.27366370741872,2.3482956131074988e-7,3.519225103412601e-8,1.1366925939583472e-6,1.4035587169945485e-4,2.1034145119508355e-5,6.793926581850448e-4,597.6925175690379
Arizona,2020-01-20,NA,NA,7278717,1.9203021660916484,0.29582646097046167,9.081729459772822,2.638242654703636e-7,4.0642665592090156e-8,1.2477102021926147e-6,1.2365961446873507e-4,1.9050015544018135e-5,5.848262755390041e-4,468.71963899251807
Arizona,2020-01-21,NA,NA,7278717,1.724083199458601,0.2671072830741932,8.983507266962445,2.3686635975249497e-7,3.66970282089815e-8,1.2342157645313651e-6,1.1102391463266135e-4,1.720061781421206e-5,5.785011675900161e-4,468.71963899251807
Arizona,2020-01-22,NA,NA,7278717,1.9893039139521618,0.32009322992702777,9.953053772623495,2.7330419824704846e-7,4.3976600536471985e-8,1.3674187047832049e-06,1.2810304513749613e-4,2.0612696327573325e-5,6.409360016576004e-4,468.71963899251807
Arizona,2020-01-23,NA,NA,7278717,2.312529645282417,0.3857297716462944,11.074560593915116,3.1771116328364146e-7,5.299419824212075e-8,1.5214989941105165e-6,1.489174617582014e-4,2.4839421468744772e-5,7.131564592469607e-4,468.71963899251807
Arizona,2020-01-24,NA,NA,7278717,2.6853499568127748,0.4630573626559922,12.328848266143346,3.689317714664239e-7,6.36179923818981e-8,1.6938216262760795e-6,1.7292556673461238e-4,2.9819002422672042e-5,7.939274611858438e-4,468.71963899251807
Arizona,2020-01-25,NA,NA,7278717,3.1055722712422713,0.5522792516703364,13.710144349390877,4.2666479150683714e-7,7.587590665639789e-8,1.883593543943373e-6,1.999861670459027e-4,3.556452757621682e-5,8.828772859257756e-4,468.71963899251807
Arizona,2020-01-26,1,0.25,7278717,3.5730514862377993,0.6540917713285156,15.216967897163393,4.908902882524213e-7,8.986360801340615e-8,2.0906112845386615e-6,2.3008991869460804e-4,4.212083790660888e-5,9.799105665626458e-4,468.71963899251807
Arizona,2020-01-27,1,0.2,7278717,4.0900581490633225,0.7697960041514741,16.85358814614284,5.619202050393391e-7,1.057598480819455e-7,2.315461385041188e-6,3.7174915539686876e-4,6.996746841771232e-5,0.0015318381622936382,661.5692976742903
Arizona,2020-01-28,1,0.16666666666666666,7278717,4.660953917566327,0.9012818054206596,18.629770810754533,6.403537762996318e-7,1.2382426812591555e-7,2.559485526192945e-6,4.23638398049627e-4,8.191833409909496e-5,0.0016932770419709779,661.5692976742903
Arizona,2020-01-29,1,0.14285714285714285,7278717,5.291782156711191,1.0509916406647204,20.559553670719712,7.270212809085985e-7,1.4439243079030555e-7,2.8246123143295327e-6,4.809749582049644e-4,9.552559902742602e-5,0.0018686767849931407,661.5692976742903
Arizona,2020-01-30,1,0,7278717,5.990029624487074,1.2218953692680081,22.660008837283225,8.229513009623914e-7,1.6787235570060054e-7,3.1131872330361555e-6,5.444393141978328e-4,1.1105919645977494e-4,0.0020595890912882965,661.5692976742903
Arizona,2020-01-31,1,0,7278717,6.764668560124688,1.4174533534549867,24.95061308541596,9.293765041455367e-7,1.9473945112235944e-7,3.4278861350724256e-6,6.148469611225499e-4,1.2883364190849613e-4,0.002267784222887302,661.5692976742903
Arizona,2020-02-01,1,0,7278717,7.626206460518586,1.6415651190080136,27.452566127716512,1.0477404823567926e-6,2.2552946061895435e-7,3.771621582171214e-6,6.931529350577054e-4,1.4920336686654313e-4,0.0024951890412102055,661.5692976742903
Arizona,2020-02-02,1,0,7278717,8.586628040679619,1.898590686588656,30.188171883140967,1.179689777838542e-6,2.608413936946107e-7,4.147457839498495e-6,7.804465377981838e-4,1.7256465763092665e-4,0.0027438307700107484,661.5692976742903
Arizona,2020-02-03,1,0,7278717,9.659402754870545,2.1935640853517406,33.18102915804404,1.3270749164819218e-6,3.01366859757254e-7,4.558637072720926e-6,0.0014780125060653473,3.3564343813812935e-4,0.00507712301725691,1113.7370526025475
Arizona,2020-02-04,1,0,7278717,10.85945709863442,2.5324722660228876,36.45731244801505,1.4919466024897548e-6,3.4792838710763003e-7,5.008755313335448e-6,0.001661636211697324,3.8750073637401004e-4,0.0055784363798815715,1113.7370526025475
Arizona,2020-02-05,1,0,7278717,12.203183574876565,2.9223231826629505,40.04690425536462,1.6765569501983062e-6,4.0148877647845777e-7,5.501918024201878e-6,0.0018672435962341775,4.4715292656812055e-4,0.006127689963935432,1113.7370526025475
Arizona,2020-02-06,1,0,7278717,13.708678123461679,3.3710761771048006,43.98397810210798,1.8833921037817075e-6,4.631415367714943e-7,6.042820197860143e-6,0.00209760357056075,5.158178901016984e-4,0.006730112756571898,1113.7370526025475
Arizona,2020-02-07,1,0,7278717,15.396275417382565,3.8878240021421138,48.306513347743184,2.115245779906344e-6,5.341358926500528e-7,6.636679698873192e-6,0.0023558276004428686,5.948869347693005e-4,0.007391516086890191,1113.7370526025475
Arizona,2020-02-08,1,0,7278717,17.289144593315932,4.483056842840302,53.05523674305932,2.375301113275311e-6,6.159130575952193e-7,7.289091847238918e-6,0.002645460860942795,6.859651934255226e-4,0.008118131670093131,1113.7370526025475
Arizona,2020-02-09,1,0,7278717,19.413446095191254,5.168968821810416,58.27334522710998,2.6671522048722672e-6,7.101483436999152e-7,8.005991334339552e-6,0.0029705062354968247,7.909185232229245e-4,0.008916569191868869,1113.7370526025475
Arizona,2020-02-10,1,0,7278717,21.79809712763263,5.9598828367839545,64.00729705977777,2.9947718983486553e-6,8.18809528765022e-7,8.793760914152559e-6,0.0011803100138742747,3.227120859488298e-4,0.0034658279224249896,394.12351055020537
Arizona,2020-02-11,1,0,7278717,24.474973813864654,6.872253314690473,70.30829824091612,3.362539553861574e-6,9.441572346734284e-7,9.659435617694178e-6,0.001325255893331845,3.721145638408657e-4,0.0038070106755793208,394.12351055020537
Arizona,2020-02-12,1,0,7278717,27.479928740216433,7.92473648963194,77.23325632266281,3.7753808453078247e-6,1.0887545826595456e-6,1.0610833794288582e-5,0.0014879663524167217,4.291037782454039e-4,0.004181979064869772,394.12351055020537
Arizona,2020-02-13,1,0,7278717,30.85348847296451,9.138558987890585,84.84404879337798,4.238863589965719e-6,1.2555178320424581e-6,1.1656456597141774e-5,0.0016706357988207356,4.948290955229567e-4,0.004594083594641617,394.12351055020537
Arizona,2020-02-14,1,0,7278717,34.64079047592539,10.538074436761326,93.20659140938801,4.759189081801833e-6,1.4477928509600422e-6,1.280535998437472e-5,0.0018757083082919471,5.706092009698621e-4,0.005046893430900888,394.12351055020537
Arizona,2020-02-15,1,0,7278717,38.892216276630776,12.151203110432196,102.39245847780055,5.343279080177286e-6,1.6694155179315523e-6,1.406737732457527e-5,0.002105911908928944,6.579559044941727e-4,0.005544284135395962,394.12351055020537
Arizona,2020-02-16,1,0,7278717,43.66465060746157,14.010106823294981,112.48092306182255,5.998948799281737e-6,1.924804443323594e-6,1.545339969417997e-5,0.0023643267603838574,7.586106843253287e-4,0.00609054813740568,394.12351055020537
Arizona,2020-02-17,1,0,7278717,49.02227409990282,16.152362874611104,123.56271757532313,6.735015813900008e-6,2.2191222539097348e-6,1.697589253371482e-5,0.0029671869947976493,9.776592770691852e-4,0.007478920457345338,440.56125134462854
Arizona,2020-02-18,1,0,7278717,55.03728344422195,18.621685591388797,135.7434506905147,7.5613989998817024e-6,2.558374723373473e-6,1.864936508597802e-5,0.0033312594053039055,0.0011271207695378851,0.008216187619061304,440.56125134462854
Arizona,2020-02-19,1,0,7278717,61.790403500600796,21.468348896453094,149.14233072381415,8.489188891476451e-6,2.9494688276042458e-6,2.0490195006044907e-5,0.0037400076809297853,0.001299421677491301,0.009027185952158602,440.56125134462854
Arizona,2020-02-20,1,0,7278717,69.37147836568563,24.749231475706967,163.88712321788967,9.53072888610529e-6,3.4002189500851548e-6,2.25159355993494e-5,0.004198869844288944,0.001498004715495235,0.00991964876284444,440.56125134462854
Arizona,2020-02-21,1,0,7278717,77.8812430121952,28.528964561287186,180.11236470641865,1.069985864434559e-5,3.919504572205127e-6,2.4745070416450954e-5,0.004713943113563534,0.0017267818389816838,0.01090171918728258,440.56125134462854
Arizona,2020-02-22,1,0,7278717,87.43432616994433,32.881256233485615,197.9617228421811,1.2012326646295539e-5,4.51745221492821e-6,2.7197337503598657e-5,0.005292165658852387,0.001990214400698336,0.01198209304382762,440.56125134462854
Arizona,2020-02-23,1,0,7278717,98.16140846563162,37.8903960886038,217.59472976909078,1.3486086691601229e-5,5.205642160370269e-6,2.9894654479503845e-5,0.005941447228593979,0.002293404224225081,0.013170426386005518,440.56125134462854
Arizona,2020-02-24,1,0,7278717,110.20915451721363,43.65432891486268,239.1918634781755,1.5141288570116634e-5,5.99753073444986e-6,3.286181664683151e-5,0.008887100516152296,0.0035202194475683277,0.0192880722358169,586.9447950217515
Arizona,2020-02-25,1,0,7278717,123.74076751994825,50.28680937293601,262.9545228521418,1.7000354254733116e-5,6.908746331659276e-6,3.6126493563651645e-5,0.00997826944334149,0.004055052699493031,0.02120425735957214,586.9447950217515
Arizona,2020-02-26,1,0,7278717,138.93951750229135,57.91918628741477,289.10918618453576,1.908846263734273e-5,7.957334553248157e-6,3.9719800369287024e-5,0.01120387378995549,0.00467051609827574,0.023313330086056062,586.9447950217515
Arizona,2020-02-27,1,0,7278717,155.0293998542301,65.72114114602455,316.93149220817423,2.1299000889061916e-5,9.029220554395032e-6,4.354221935104418e-5,0.01250133771099855,0.005299654007505578,0.025556879011790767,586.9447950217515
Arizona,2020-02-28,1,0,7278717,174.20654311458753,75.83482035532786,348.6855003885734,2.3933688191832096e-5,1.0418707081938735e-5,4.79048025068942e-5,0.014047753709869404,0.0061152058926002015,0.0281174744879665,586.9447950217515
Arizona,2020-02-29,1,0.14285714285714285,7278717,195.80004035046662,87.536279380448,383.782015780342,2.6900350755561264e-5,1.2026333676724619e-5,5.2726602199308204e-5,0.015789020860236123,0.0070587939547483184,0.030947604720066385,586.9447950217515
Arizona,2020-03-01,1,0.14285714285714285,7278717,219.07946217804712,100.04416182873148,421.5745588453503,3.0098637188126304e-5,1.3744752245310743e-5,5.7918800641012734e-5,0.01766623843481886,0.008067410789248672,0.033995138570144905,586.9447950217515
Arizona,2020-03-02,1,0.14285714285714285,7278717,244.34268032071947,113.60973723548642,462.4500453887757,3.3569471147280413e-5,1.560848391763087e-5,6.353455497566065e-5,0.023333064240163515,0.010848957266672487,0.04416083429534128,695.0679722594859
